,token,trialID,positionID,surp,ispunct,prefix,prompt,stimID,second_list
15,",",1,2,1.039763331413269,True,1,1,4,permute
16, sp,1,3,6.703359603881836,False,1,1,4,permute
17,arrow,1,4,1.3447010517120361,False,1,1,4,permute
18,",",1,5,0.10096389055252075,True,1,1,4,permute
19, her,1,6,7.581099510192871,False,1,1,4,permute
20,on,1,7,1.3384413719177246,False,1,1,4,permute
21,.,1,8,3.8424408435821533,True,1,1,4,permute
22,After,2,0,11.194622993469238,False,1,1,4,permute
23, the,2,1,1.6369314193725586,False,1,1,4,permute
24, meeting,2,2,0.28106966614723206,False,1,1,4,permute
25,",",2,3,0.21103854477405548,True,1,1,4,permute
26, Mary,2,4,1.0035645961761475,False,1,1,4,permute
27, read,2,5,4.040844917297363,False,1,1,4,permute
28, the,2,6,1.3232929706573486,False,1,1,4,permute
29, list,2,7,1.8722567558288574,False,1,1,4,permute
30, again,2,8,2.886648178100586,False,1,1,4,permute
31,:,2,9,2.3482205867767334,True,1,1,4,permute
32, rob,3,0,1.454687476158142,False,1,1,4,permute
33,in,3,1,0.06636059284210205,False,1,1,4,permute
34,",",3,2,0.11967545002698898,True,1,1,4,permute
35, sp,3,3,0.5905054211616516,False,1,1,4,permute
36,arrow,3,4,0.003084784373641014,False,1,1,4,permute
37,",",3,5,0.052138034254312515,True,1,1,4,permute
38, her,3,6,0.20663031935691833,False,1,1,4,permute
39,on,3,7,0.0035443599335849285,False,1,1,4,permute
40,.,3,8,0.24817049503326416,True,1,1,4,permute
0,Before,0,0,nan,False,1,1,5,permute
1, the,0,1,2.551027297973633,False,1,1,5,permute
2, meeting,0,2,5.753713607788086,False,1,1,5,permute
3,",",0,3,0.6362646222114563,True,1,1,5,permute
4, Mary,0,4,8.620794296264648,False,1,1,5,permute
5, wrote,0,5,6.034746170043945,False,1,1,5,permute
6, down,0,6,4.396554946899414,False,1,1,5,permute
7, the,0,7,1.3433159589767456,False,1,1,5,permute
8, following,0,8,4.053033351898193,False,1,1,5,permute
9, list,0,9,4.172577381134033,False,1,1,5,permute
10, of,0,10,0.18576112389564514,False,1,1,5,permute
11, words,0,11,6.043724060058594,False,1,1,5,permute
12,:,0,12,1.203829288482666,True,1,1,5,permute
13, apple,1,0,11.891356468200684,False,1,1,5,permute
14,",",1,1,0.8718227744102478,True,1,1,5,permute
15, t,1,2,6.222293853759766,False,1,1,5,permute
16,angelo,1,3,7.021489143371582,False,1,1,5,permute
17,",",1,4,0.12290732562541962,True,1,1,5,permute
18, pear,1,5,5.877370834350586,False,1,1,5,permute
19,.,1,6,3.916543960571289,True,1,1,5,permute
20,After,2,0,10.949028968811035,False,1,1,5,permute
21, the,2,1,1.69806706905365,False,1,1,5,permute
22, meeting,2,2,0.3320070803165436,False,1,1,5,permute
23,",",2,3,0.23890714347362518,True,1,1,5,permute
24, Mary,2,4,0.9598838686943054,False,1,1,5,permute
25, read,2,5,3.891496181488037,False,1,1,5,permute
26, the,2,6,1.3676027059555054,False,1,1,5,permute
27, list,2,7,1.6688765287399292,False,1,1,5,permute
28, again,2,8,2.695528268814087,False,1,1,5,permute
29,:,2,9,2.3183226585388184,True,1,1,5,permute
30, pear,3,0,3.9474103450775146,False,1,1,5,permute
31,",",3,1,0.2079135626554489,True,1,1,5,permute
32, apple,3,2,2.7298736572265625,False,1,1,5,permute
33,",",3,3,0.24927866458892822,True,1,1,5,permute
34, t,3,4,0.8539936542510986,False,1,1,5,permute
35,angelo,3,5,0.006391440983861685,False,1,1,5,permute
36,.,3,6,1.5613725185394287,True,1,1,5,permute
0,Before,0,0,nan,False,1,1,6,permute
1, the,0,1,2.551027297973633,False,1,1,6,permute
2, meeting,0,2,5.753713607788086,False,1,1,6,permute
3,",",0,3,0.6362646222114563,True,1,1,6,permute
4, Mary,0,4,8.620794296264648,False,1,1,6,permute
5, wrote,0,5,6.034746170043945,False,1,1,6,permute
6, down,0,6,4.396554946899414,False,1,1,6,permute
7, the,0,7,1.3433159589767456,False,1,1,6,permute
8, following,0,8,4.053033351898193,False,1,1,6,permute
9, list,0,9,4.172577381134033,False,1,1,6,permute
10, of,0,10,0.18576112389564514,False,1,1,6,permute
11, words,0,11,6.043724060058594,False,1,1,6,permute
12,:,0,12,1.203829288482666,True,1,1,6,permute
13, hammer,1,0,14.563067436218262,False,1,1,6,permute
14,",",1,1,0.6039711833000183,True,1,1,6,permute
15, saw,1,2,7.497315406799316,False,1,1,6,permute
16,",",1,3,0.0948001816868782,True,1,1,6,permute
17, nails,1,4,6.132332801818848,False,1,1,6,permute
18,.,1,5,3.461334705352783,True,1,1,6,permute
19,After,2,0,10.754016876220703,False,1,1,6,permute
20, the,2,1,1.6657160520553589,False,1,1,6,permute
21, meeting,2,2,0.29566726088523865,False,1,1,6,permute
22,",",2,3,0.25804615020751953,True,1,1,6,permute
23, Mary,2,4,0.9816654920578003,False,1,1,6,permute
24, read,2,5,4.01939582824707,False,1,1,6,permute
25, the,2,6,1.4403023719787598,False,1,1,6,permute
26, list,2,7,1.9263601303100586,False,1,1,6,permute
27, again,2,8,2.7952499389648438,False,1,1,6,permute
28,:,2,9,2.451747417449951,True,1,1,6,permute
29, saw,3,0,6.257570266723633,False,1,1,6,permute
30,",",3,1,0.1336500346660614,True,1,1,6,permute
31, nails,3,2,0.8196905255317688,False,1,1,6,permute
32,",",3,3,0.4908071756362915,True,1,1,6,permute
33, hammer,3,4,2.0426032543182373,False,1,1,6,permute
34,.,3,5,1.3662959337234497,True,1,1,6,permute
0,Before,0,0,nan,False,1,1,7,permute
1, the,0,1,2.551027297973633,False,1,1,7,permute
2, meeting,0,2,5.753713607788086,False,1,1,7,permute
3,",",0,3,0.6362646222114563,True,1,1,7,permute
4, Mary,0,4,8.620794296264648,False,1,1,7,permute
5, wrote,0,5,6.034746170043945,False,1,1,7,permute
6, down,0,6,4.396554946899414,False,1,1,7,permute
7, the,0,7,1.3433159589767456,False,1,1,7,permute
8, following,0,8,4.053033351898193,False,1,1,7,permute
9, list,0,9,4.172577381134033,False,1,1,7,permute
10, of,0,10,0.18576112389564514,False,1,1,7,permute
11, words,0,11,6.043724060058594,False,1,1,7,permute
12,:,0,12,1.203829288482666,True,1,1,7,permute
13, hurricane,1,0,13.992438316345215,False,1,1,7,permute
14,",",1,1,0.5704358816146851,True,1,1,7,permute
15, tornado,1,2,3.734609603881836,False,1,1,7,permute
16,",",1,3,0.05208225175738335,True,1,1,7,permute
17, rain,1,4,4.413143157958984,False,1,1,7,permute
18,.,1,5,3.8511176109313965,True,1,1,7,permute
19,After,2,0,11.167333602905273,False,1,1,7,permute
20, the,2,1,1.6538037061691284,False,1,1,7,permute
21, meeting,2,2,0.2345201075077057,False,1,1,7,permute
22,",",2,3,0.19071339070796967,True,1,1,7,permute
23, Mary,2,4,1.0586618185043335,False,1,1,7,permute
24, read,2,5,4.428627014160156,False,1,1,7,permute
25, the,2,6,1.3914225101470947,False,1,1,7,permute
26, list,2,7,1.6551101207733154,False,1,1,7,permute
27, again,2,8,2.532576560974121,False,1,1,7,permute
28,:,2,9,2.3523802757263184,True,1,1,7,permute
29, hurricane,3,0,1.988410472869873,False,1,1,7,permute
30,",",3,1,0.06277066469192505,True,1,1,7,permute
31, rain,3,2,3.8750665187835693,False,1,1,7,permute
32,",",3,3,0.6874723434448242,True,1,1,7,permute
33, tornado,3,4,2.0442347526550293,False,1,1,7,permute
34,.,3,5,1.7264769077301025,True,1,1,7,permute
0,Before,0,0,nan,False,1,1,8,permute
1, the,0,1,2.551027297973633,False,1,1,8,permute
2, meeting,0,2,5.753713607788086,False,1,1,8,permute
3,",",0,3,0.6362646222114563,True,1,1,8,permute
4, Mary,0,4,8.620794296264648,False,1,1,8,permute
5, wrote,0,5,6.034746170043945,False,1,1,8,permute
6, down,0,6,4.396554946899414,False,1,1,8,permute
7, the,0,7,1.3433159589767456,False,1,1,8,permute
8, following,0,8,4.053033351898193,False,1,1,8,permute
9, list,0,9,4.172577381134033,False,1,1,8,permute
10, of,0,10,0.18576112389564514,False,1,1,8,permute
11, words,0,11,6.043724060058594,False,1,1,8,permute
12,:,0,12,1.203829288482666,True,1,1,8,permute
13, oxygen,1,0,13.10083293914795,False,1,1,8,permute
14,",",1,1,0.5264384150505066,True,1,1,8,permute
15, hydrogen,1,2,5.010695457458496,False,1,1,8,permute
16,",",1,3,0.20868819952011108,True,1,1,8,permute
17, nitrogen,1,4,2.9396982192993164,False,1,1,8,permute
18,.,1,5,3.332584857940674,True,1,1,8,permute
19,After,2,0,11.245174407958984,False,1,1,8,permute
20, the,2,1,1.635966181755066,False,1,1,8,permute
21, meeting,2,2,0.32840290665626526,False,1,1,8,permute
22,",",2,3,0.23120319843292236,True,1,1,8,permute
23, Mary,2,4,1.2917171716690063,False,1,1,8,permute
24, read,2,5,3.912083625793457,False,1,1,8,permute
25, the,2,6,1.4589922428131104,False,1,1,8,permute
26, list,2,7,2.0415046215057373,False,1,1,8,permute
27, again,2,8,2.440519332885742,False,1,1,8,permute
28,:,2,9,2.394052505493164,True,1,1,8,permute
29, hydrogen,3,0,4.207372665405273,False,1,1,8,permute
30,",",3,1,0.24036145210266113,True,1,1,8,permute
31, nitrogen,3,2,1.5695801973342896,False,1,1,8,permute
32,",",3,3,0.39541277289390564,True,1,1,8,permute
33, oxygen,3,4,0.6342285871505737,False,1,1,8,permute
34,.,3,5,1.0853679180145264,True,1,1,8,permute
0,Before,0,0,nan,False,1,1,9,permute
1, the,0,1,2.551027297973633,False,1,1,9,permute
2, meeting,0,2,5.753713607788086,False,1,1,9,permute
3,",",0,3,0.6362646222114563,True,1,1,9,permute
4, Mary,0,4,8.620794296264648,False,1,1,9,permute
5, wrote,0,5,6.034746170043945,False,1,1,9,permute
6, down,0,6,4.396554946899414,False,1,1,9,permute
7, the,0,7,1.3433159589767456,False,1,1,9,permute
8, following,0,8,4.053033351898193,False,1,1,9,permute
9, list,0,9,4.172577381134033,False,1,1,9,permute
10, of,0,10,0.18576112389564514,False,1,1,9,permute
11, words,0,11,6.043724060058594,False,1,1,9,permute
12,:,0,12,1.203829288482666,True,1,1,9,permute
13, chemistry,1,0,13.692931175231934,False,1,1,9,permute
14,",",1,1,0.291886568069458,True,1,1,9,permute
15, physics,1,2,3.363478422164917,False,1,1,9,permute
16,",",1,3,0.065342016518116,True,1,1,9,permute
17, psychology,1,4,3.8363754749298096,False,1,1,9,permute
18,.,1,5,3.454653739929199,True,1,1,9,permute
19,After,2,0,10.840534210205078,False,1,1,9,permute
20, the,2,1,1.701774001121521,False,1,1,9,permute
21, meeting,2,2,0.21356238424777985,False,1,1,9,permute
22,",",2,3,0.2078680545091629,True,1,1,9,permute
23, Mary,2,4,1.0516741275787354,False,1,1,9,permute
24, read,2,5,3.896848201751709,False,1,1,9,permute
25, the,2,6,1.4841063022613525,False,1,1,9,permute
26, list,2,7,1.4603031873703003,False,1,1,9,permute
27, again,2,8,2.674877405166626,False,1,1,9,permute
28,:,2,9,2.7387945652008057,True,1,1,9,permute
29, physics,3,0,3.590257167816162,False,1,1,9,permute
30,",",3,1,0.165334552526474,True,1,1,9,permute
31, psychology,3,2,1.1154141426086426,False,1,1,9,permute
32,",",3,3,0.1668262481689453,True,1,1,9,permute
33, chemistry,3,4,1.4986546039581299,False,1,1,9,permute
34,.,3,5,1.2281361818313599,True,1,1,9,permute
0,Before,0,0,nan,False,1,1,10,permute
1, the,0,1,2.551027297973633,False,1,1,10,permute
2, meeting,0,2,5.753713607788086,False,1,1,10,permute
3,",",0,3,0.6362646222114563,True,1,1,10,permute
4, Mary,0,4,8.620794296264648,False,1,1,10,permute
5, wrote,0,5,6.034746170043945,False,1,1,10,permute
6, down,0,6,4.396554946899414,False,1,1,10,permute
7, the,0,7,1.3433159589767456,False,1,1,10,permute
8, following,0,8,4.053033351898193,False,1,1,10,permute
9, list,0,9,4.172577381134033,False,1,1,10,permute
10, of,0,10,0.18576112389564514,False,1,1,10,permute
11, words,0,11,6.043724060058594,False,1,1,10,permute
12,:,0,12,1.203829288482666,True,1,1,10,permute
13, piano,1,0,12.74158763885498,False,1,1,10,permute
14,",",1,1,0.594805896282196,True,1,1,10,permute
15, drum,1,2,5.124458312988281,False,1,1,10,permute
16,",",1,3,0.47236090898513794,True,1,1,10,permute
17, trumpet,1,4,3.9521267414093018,False,1,1,10,permute
18,.,1,5,4.049177646636963,True,1,1,10,permute
19,After,2,0,10.633197784423828,False,1,1,10,permute
20, the,2,1,1.6476832628250122,False,1,1,10,permute
21, meeting,2,2,0.3776068687438965,False,1,1,10,permute
22,",",2,3,0.21678142249584198,True,1,1,10,permute
23, Mary,2,4,1.1249136924743652,False,1,1,10,permute
24, read,2,5,4.0488786697387695,False,1,1,10,permute
25, the,2,6,1.4867968559265137,False,1,1,10,permute
26, list,2,7,1.7702698707580566,False,1,1,10,permute
27, again,2,8,2.818370819091797,False,1,1,10,permute
28,:,2,9,2.62538480758667,True,1,1,10,permute
29, piano,3,0,1.6214747428894043,False,1,1,10,permute
30,",",3,1,0.10340267419815063,True,1,1,10,permute
31, trumpet,3,2,3.168269634246826,False,1,1,10,permute
32,",",3,3,0.4420090913772583,True,1,1,10,permute
33, drum,3,4,2.328869104385376,False,1,1,10,permute
34,.,3,5,1.3956048488616943,True,1,1,10,permute
0,Before,0,0,nan,False,1,1,11,permute
1, the,0,1,2.551027297973633,False,1,1,11,permute
2, meeting,0,2,5.753713607788086,False,1,1,11,permute
3,",",0,3,0.6362646222114563,True,1,1,11,permute
4, Mary,0,4,8.620794296264648,False,1,1,11,permute
5, wrote,0,5,6.034746170043945,False,1,1,11,permute
6, down,0,6,4.396554946899414,False,1,1,11,permute
7, the,0,7,1.3433159589767456,False,1,1,11,permute
8, following,0,8,4.053033351898193,False,1,1,11,permute
9, list,0,9,4.172577381134033,False,1,1,11,permute
10, of,0,10,0.18576112389564514,False,1,1,11,permute
11, words,0,11,6.043724060058594,False,1,1,11,permute
12,:,0,12,1.203829288482666,True,1,1,11,permute
13, football,1,0,11.927153587341309,False,1,1,11,permute
14,",",1,1,0.5846027135848999,True,1,1,11,permute
15, baseball,1,2,3.7534823417663574,False,1,1,11,permute
16,",",1,3,0.1075320839881897,True,1,1,11,permute
17, basketball,1,4,2.1584954261779785,False,1,1,11,permute
18,.,1,5,3.906850814819336,True,1,1,11,permute
19,After,2,0,10.929267883300781,False,1,1,11,permute
20, the,2,1,1.7955788373947144,False,1,1,11,permute
21, meeting,2,2,0.3046332001686096,False,1,1,11,permute
22,",",2,3,0.16877329349517822,True,1,1,11,permute
23, Mary,2,4,1.236957311630249,False,1,1,11,permute
24, read,2,5,4.057192325592041,False,1,1,11,permute
25, the,2,6,1.4571752548217773,False,1,1,11,permute
26, list,2,7,1.4522385597229004,False,1,1,11,permute
27, again,2,8,2.5216357707977295,False,1,1,11,permute
28,:,2,9,2.683504581451416,True,1,1,11,permute
29, baseball,3,0,3.3618602752685547,False,1,1,11,permute
30,",",3,1,0.11500950902700424,True,1,1,11,permute
31, basketball,3,2,0.6411551237106323,False,1,1,11,permute
32,",",3,3,0.1545642912387848,True,1,1,11,permute
33, football,3,4,2.132828712463379,False,1,1,11,permute
34,.,3,5,0.9015994668006897,True,1,1,11,permute
0,Before,0,0,nan,False,1,1,12,permute
1, the,0,1,2.551027297973633,False,1,1,12,permute
2, meeting,0,2,5.753713607788086,False,1,1,12,permute
3,",",0,3,0.6362646222114563,True,1,1,12,permute
4, Mary,0,4,8.620794296264648,False,1,1,12,permute
5, wrote,0,5,6.034746170043945,False,1,1,12,permute
6, down,0,6,4.396554946899414,False,1,1,12,permute
7, the,0,7,1.3433159589767456,False,1,1,12,permute
8, following,0,8,4.053033351898193,False,1,1,12,permute
9, list,0,9,4.172577381134033,False,1,1,12,permute
10, of,0,10,0.18576112389564514,False,1,1,12,permute
11, words,0,11,6.043724060058594,False,1,1,12,permute
12,:,0,12,1.203829288482666,True,1,1,12,permute
13, doctor,1,0,11.862212181091309,False,1,1,12,permute
14,",",1,1,0.6149128675460815,True,1,1,12,permute
15, lawyer,1,2,4.5703887939453125,False,1,1,12,permute
16,",",1,3,0.05947405472397804,True,1,1,12,permute
17, teacher,1,4,3.479001998901367,False,1,1,12,permute
18,.,1,5,3.531632900238037,True,1,1,12,permute
19,After,2,0,11.411457061767578,False,1,1,12,permute
20, the,2,1,1.6923329830169678,False,1,1,12,permute
21, meeting,2,2,0.2673238515853882,False,1,1,12,permute
22,",",2,3,0.20262649655342102,True,1,1,12,permute
23, Mary,2,4,1.137076735496521,False,1,1,12,permute
24, read,2,5,3.968916654586792,False,1,1,12,permute
25, the,2,6,1.4686288833618164,False,1,1,12,permute
26, list,2,7,1.3456478118896484,False,1,1,12,permute
27, again,2,8,2.7333240509033203,False,1,1,12,permute
28,:,2,9,2.531834125518799,True,1,1,12,permute
29, lawyer,3,0,3.601661443710327,False,1,1,12,permute
30,",",3,1,0.07663055509328842,True,1,1,12,permute
31, doctor,3,2,3.1634747982025146,False,1,1,12,permute
32,",",3,3,0.10288450121879578,True,1,1,12,permute
33, teacher,3,4,0.48395124077796936,False,1,1,12,permute
34,.,3,5,0.6045100092887878,True,1,1,12,permute
0,Before,0,0,nan,False,1,1,13,permute
1, the,0,1,2.551027297973633,False,1,1,13,permute
2, meeting,0,2,5.753713607788086,False,1,1,13,permute
3,",",0,3,0.6362646222114563,True,1,1,13,permute
4, Mary,0,4,8.620794296264648,False,1,1,13,permute
5, wrote,0,5,6.034746170043945,False,1,1,13,permute
6, down,0,6,4.396554946899414,False,1,1,13,permute
7, the,0,7,1.3433159589767456,False,1,1,13,permute
8, following,0,8,4.053033351898193,False,1,1,13,permute
9, list,0,9,4.172577381134033,False,1,1,13,permute
10, of,0,10,0.18576112389564514,False,1,1,13,permute
11, words,0,11,6.043724060058594,False,1,1,13,permute
12,:,0,12,1.203829288482666,True,1,1,13,permute
13, oak,1,0,13.602629661560059,False,1,1,13,permute
14,",",1,1,1.1377838850021362,True,1,1,13,permute
15, maple,1,2,4.984102249145508,False,1,1,13,permute
16,",",1,3,0.1509750783443451,True,1,1,13,permute
17, pine,1,4,3.5960400104522705,False,1,1,13,permute
18,.,1,5,3.006620407104492,True,1,1,13,permute
19,After,2,0,11.002738952636719,False,1,1,13,permute
20, the,2,1,1.7310092449188232,False,1,1,13,permute
21, meeting,2,2,0.29919227957725525,False,1,1,13,permute
22,",",2,3,0.23595406115055084,True,1,1,13,permute
23, Mary,2,4,1.1938824653625488,False,1,1,13,permute
24, read,2,5,3.80916690826416,False,1,1,13,permute
25, the,2,6,1.4033207893371582,False,1,1,13,permute
26, list,2,7,1.8337066173553467,False,1,1,13,permute
27, again,2,8,2.6190242767333984,False,1,1,13,permute
28,:,2,9,2.4869158267974854,True,1,1,13,permute
29, maple,3,0,4.176283359527588,False,1,1,13,permute
30,",",3,1,0.1913457214832306,True,1,1,13,permute
31, oak,3,2,1.9250361919403076,False,1,1,13,permute
32,",",3,3,0.16222254931926727,True,1,1,13,permute
33, pine,3,4,0.8587984442710876,False,1,1,13,permute
34,.,3,5,0.274848610162735,True,1,1,13,permute
0,Before,0,0,nan,False,1,1,14,permute
1, the,0,1,2.551027297973633,False,1,1,14,permute
2, meeting,0,2,5.753713607788086,False,1,1,14,permute
3,",",0,3,0.6362646222114563,True,1,1,14,permute
4, Mary,0,4,8.620794296264648,False,1,1,14,permute
5, wrote,0,5,6.034746170043945,False,1,1,14,permute
6, down,0,6,4.396554946899414,False,1,1,14,permute
7, the,0,7,1.3433159589767456,False,1,1,14,permute
8, following,0,8,4.053033351898193,False,1,1,14,permute
9, list,0,9,4.172577381134033,False,1,1,14,permute
10, of,0,10,0.18576112389564514,False,1,1,14,permute
11, words,0,11,6.043724060058594,False,1,1,14,permute
12,:,0,12,1.203829288482666,True,1,1,14,permute
13, shirt,1,0,13.278929710388184,False,1,1,14,permute
14,",",1,1,0.6557574272155762,True,1,1,14,permute
15, socks,1,2,4.755561828613281,False,1,1,14,permute
16,",",1,3,0.08105426281690598,True,1,1,14,permute
17, pants,1,4,2.504007577896118,False,1,1,14,permute
18,.,1,5,3.3638229370117188,True,1,1,14,permute
19,After,2,0,10.821113586425781,False,1,1,14,permute
20, the,2,1,1.7511769533157349,False,1,1,14,permute
21, meeting,2,2,0.25408831238746643,False,1,1,14,permute
22,",",2,3,0.212880939245224,True,1,1,14,permute
23, Mary,2,4,0.9511299729347229,False,1,1,14,permute
24, read,2,5,4.087625503540039,False,1,1,14,permute
25, the,2,6,1.38285231590271,False,1,1,14,permute
26, list,2,7,1.5046327114105225,False,1,1,14,permute
27, again,2,8,2.571030616760254,False,1,1,14,permute
28,:,2,9,2.523308753967285,True,1,1,14,permute
29, shirt,3,0,1.8276095390319824,False,1,1,14,permute
30,",",3,1,0.07402012497186661,True,1,1,14,permute
