,token,trialID,positionID,subtok,surp,ispunct,prefix,prompt,list_len,stimID,second_list
16,:,0,16,-1,3.6773507595062256,True,1,1,3,4,repeat
17, cabin,1,0,1,13.30518627166748,False,1,1,3,4,repeat
18,",",1,1,-1,1.329758644104004,True,1,1,3,4,repeat
19, doorway,1,2,2,8.71535873413086,False,1,1,3,4,repeat
20,",",1,3,-1,0.1990291029214859,True,1,1,3,4,repeat
21, candle,1,4,3,7.373973846435547,False,1,1,3,4,repeat
22,.,1,5,-1,2.578605890274048,True,1,1,3,4,repeat
23,And,2,0,0,11.613452911376953,False,1,1,3,4,repeat
24, the,2,1,1,2.5828354358673096,False,1,1,3,4,repeat
25, other,2,2,2,1.7723137140274048,False,1,1,3,4,repeat
26,:,2,3,-1,2.761202812194824,True,1,1,3,4,repeat
27, cabin,3,0,1,3.3004848957061768,False,1,1,3,4,repeat
28,",",3,1,-1,0.45155930519104004,True,1,1,3,4,repeat
29, doorway,3,2,2,2.2545127868652344,False,1,1,3,4,repeat
30,",",3,3,-1,0.11406698077917099,True,1,1,3,4,repeat
31, candle,3,4,3,0.5950137972831726,False,1,1,3,4,repeat
32,.,3,5,-1,0.35035374760627747,True,1,1,3,4,repeat
33,<|endoftext|>,3,6,-2,4.011416912078857,False,1,1,3,4,repeat
0,<|endoftext|>,0,0,-2,nan,False,1,1,3,5,repeat
1, Before,0,1,1,12.528407096862793,False,1,1,3,5,repeat
2, the,0,2,2,2.4726693630218506,False,1,1,3,5,repeat
3, meeting,0,3,3,6.759095191955566,False,1,1,3,5,repeat
4,",",0,4,-1,0.9914171695709229,True,1,1,3,5,repeat
5, Mary,0,5,4,8.550304412841797,False,1,1,3,5,repeat
6, wrote,0,6,5,6.019630432128906,False,1,1,3,5,repeat
7, down,0,7,6,4.496373653411865,False,1,1,3,5,repeat
8, the,0,8,7,1.2372602224349976,False,1,1,3,5,repeat
9, following,0,9,8,4.111538410186768,False,1,1,3,5,repeat
10, lists,0,10,9,7.842437267303467,False,1,1,3,5,repeat
11, of,0,11,10,0.49632617831230164,False,1,1,3,5,repeat
12, words,0,12,11,6.3023152351379395,False,1,1,3,5,repeat
13,.,0,13,-1,2.9900951385498047,True,1,1,3,5,repeat
14, One,0,14,12,4.730581283569336,False,1,1,3,5,repeat
15, was,0,15,13,1.810640811920166,False,1,1,3,5,repeat
16,:,0,16,-1,3.6773507595062256,True,1,1,3,5,repeat
17, future,1,0,1,11.620261192321777,False,1,1,3,5,repeat
18,",",1,1,-1,2.348533868789673,True,1,1,3,5,repeat
19, legend,1,2,2,10.16727066040039,False,1,1,3,5,repeat
20,",",1,3,-1,0.31388822197914124,True,1,1,3,5,repeat
21, problem,1,4,3,8.397005081176758,False,1,1,3,5,repeat
22,.,1,5,-1,2.2164130210876465,True,1,1,3,5,repeat
23,And,2,0,0,11.950337409973145,False,1,1,3,5,repeat
24, the,2,1,1,2.377774238586426,False,1,1,3,5,repeat
25, other,2,2,2,2.056657314300537,False,1,1,3,5,repeat
26,:,2,3,-1,2.883535146713257,True,1,1,3,5,repeat
27, future,3,0,1,2.9488072395324707,False,1,1,3,5,repeat
28,",",3,1,-1,0.44458338618278503,True,1,1,3,5,repeat
29, legend,3,2,2,2.90494441986084,False,1,1,3,5,repeat
30,",",3,3,-1,0.18253664672374725,True,1,1,3,5,repeat
31, problem,3,4,3,0.22862234711647034,False,1,1,3,5,repeat
32,.,3,5,-1,0.24123135209083557,True,1,1,3,5,repeat
33,<|endoftext|>,3,6,-2,3.3279309272766113,False,1,1,3,5,repeat
0,<|endoftext|>,0,0,-2,nan,False,1,1,3,6,repeat
1, Before,0,1,1,12.528407096862793,False,1,1,3,6,repeat
2, the,0,2,2,2.4726693630218506,False,1,1,3,6,repeat
3, meeting,0,3,3,6.759095191955566,False,1,1,3,6,repeat
4,",",0,4,-1,0.9914171695709229,True,1,1,3,6,repeat
5, Mary,0,5,4,8.550304412841797,False,1,1,3,6,repeat
6, wrote,0,6,5,6.019630432128906,False,1,1,3,6,repeat
7, down,0,7,6,4.496373653411865,False,1,1,3,6,repeat
8, the,0,8,7,1.2372602224349976,False,1,1,3,6,repeat
9, following,0,9,8,4.111538410186768,False,1,1,3,6,repeat
10, lists,0,10,9,7.842437267303467,False,1,1,3,6,repeat
11, of,0,11,10,0.49632617831230164,False,1,1,3,6,repeat
12, words,0,12,11,6.3023152351379395,False,1,1,3,6,repeat
13,.,0,13,-1,2.9900951385498047,True,1,1,3,6,repeat
14, One,0,14,12,4.730581283569336,False,1,1,3,6,repeat
15, was,0,15,13,1.810640811920166,False,1,1,3,6,repeat
16,:,0,16,-1,3.6773507595062256,True,1,1,3,6,repeat
17, oven,1,0,1,14.468657493591309,False,1,1,3,6,repeat
18,",",1,1,-1,1.0230145454406738,True,1,1,3,6,repeat
19, patient,1,2,2,11.21304988861084,False,1,1,3,6,repeat
20,",",1,3,-1,0.22696922719478607,True,1,1,3,6,repeat
21, daughter,1,4,3,7.654876232147217,False,1,1,3,6,repeat
22,.,1,5,-1,2.3572418689727783,True,1,1,3,6,repeat
23,And,2,0,0,11.717985153198242,False,1,1,3,6,repeat
24, the,2,1,1,2.3789937496185303,False,1,1,3,6,repeat
25, other,2,2,2,2.1392366886138916,False,1,1,3,6,repeat
26,:,2,3,-1,2.8553454875946045,True,1,1,3,6,repeat
27, oven,3,0,1,4.4691948890686035,False,1,1,3,6,repeat
28,",",3,1,-1,0.4760887622833252,True,1,1,3,6,repeat
29, patient,3,2,2,2.1804697513580322,False,1,1,3,6,repeat
30,",",3,3,-1,0.10555141419172287,True,1,1,3,6,repeat
31, daughter,3,4,3,0.30945760011672974,False,1,1,3,6,repeat
32,.,3,5,-1,0.2799699604511261,True,1,1,3,6,repeat
33,<|endoftext|>,3,6,-2,4.052580833435059,False,1,1,3,6,repeat
0,<|endoftext|>,0,0,-2,nan,False,1,1,3,7,repeat
1, Before,0,1,1,12.528407096862793,False,1,1,3,7,repeat
2, the,0,2,2,2.4726693630218506,False,1,1,3,7,repeat
3, meeting,0,3,3,6.759095191955566,False,1,1,3,7,repeat
4,",",0,4,-1,0.9914171695709229,True,1,1,3,7,repeat
5, Mary,0,5,4,8.550304412841797,False,1,1,3,7,repeat
6, wrote,0,6,5,6.019630432128906,False,1,1,3,7,repeat
7, down,0,7,6,4.496373653411865,False,1,1,3,7,repeat
8, the,0,8,7,1.2372602224349976,False,1,1,3,7,repeat
9, following,0,9,8,4.111538410186768,False,1,1,3,7,repeat
10, lists,0,10,9,7.842437267303467,False,1,1,3,7,repeat
11, of,0,11,10,0.49632617831230164,False,1,1,3,7,repeat
12, words,0,12,11,6.3023152351379395,False,1,1,3,7,repeat
13,.,0,13,-1,2.9900951385498047,True,1,1,3,7,repeat
14, One,0,14,12,4.730581283569336,False,1,1,3,7,repeat
15, was,0,15,13,1.810640811920166,False,1,1,3,7,repeat
16,:,0,16,-1,3.6773507595062256,True,1,1,3,7,repeat
17, village,1,0,1,11.890463829040527,False,1,1,3,7,repeat
18,",",1,1,-1,1.0037431716918945,True,1,1,3,7,repeat
19, shipping,1,2,2,12.224198341369629,False,1,1,3,7,repeat
20,",",1,3,-1,0.5700985193252563,True,1,1,3,7,repeat
21, beauty,1,4,3,9.032559394836426,False,1,1,3,7,repeat
22,.,1,5,-1,2.8288979530334473,True,1,1,3,7,repeat
23,And,2,0,0,11.665173530578613,False,1,1,3,7,repeat
24, the,2,1,1,2.5553441047668457,False,1,1,3,7,repeat
25, other,2,2,2,2.021728992462158,False,1,1,3,7,repeat
26,:,2,3,-1,2.746239423751831,True,1,1,3,7,repeat
27, village,3,0,1,3.4325754642486572,False,1,1,3,7,repeat
28,",",3,1,-1,0.2408948689699173,True,1,1,3,7,repeat
29, shipping,3,2,2,2.7360970973968506,False,1,1,3,7,repeat
30,",",3,3,-1,0.22715523838996887,True,1,1,3,7,repeat
31, beauty,3,4,3,0.22793836891651154,False,1,1,3,7,repeat
32,.,3,5,-1,0.2613881528377533,True,1,1,3,7,repeat
33,<|endoftext|>,3,6,-2,3.90104079246521,False,1,1,3,7,repeat
0,<|endoftext|>,0,0,-2,nan,False,1,1,3,8,repeat
1, Before,0,1,1,12.528407096862793,False,1,1,3,8,repeat
2, the,0,2,2,2.4726693630218506,False,1,1,3,8,repeat
3, meeting,0,3,3,6.759095191955566,False,1,1,3,8,repeat
4,",",0,4,-1,0.9914171695709229,True,1,1,3,8,repeat
5, Mary,0,5,4,8.550304412841797,False,1,1,3,8,repeat
6, wrote,0,6,5,6.019630432128906,False,1,1,3,8,repeat
7, down,0,7,6,4.496373653411865,False,1,1,3,8,repeat
8, the,0,8,7,1.2372602224349976,False,1,1,3,8,repeat
9, following,0,9,8,4.111538410186768,False,1,1,3,8,repeat
10, lists,0,10,9,7.842437267303467,False,1,1,3,8,repeat
11, of,0,11,10,0.49632617831230164,False,1,1,3,8,repeat
12, words,0,12,11,6.3023152351379395,False,1,1,3,8,repeat
13,.,0,13,-1,2.9900951385498047,True,1,1,3,8,repeat
14, One,0,14,12,4.730581283569336,False,1,1,3,8,repeat
15, was,0,15,13,1.810640811920166,False,1,1,3,8,repeat
16,:,0,16,-1,3.6773507595062256,True,1,1,3,8,repeat
17, county,1,0,1,12.666556358337402,False,1,1,3,8,repeat
18,",",1,1,-1,1.3957149982452393,True,1,1,3,8,repeat
19, muscle,1,2,2,11.533546447753906,False,1,1,3,8,repeat
20,",",1,3,-1,0.39339950680732727,True,1,1,3,8,repeat
21, vapor,1,4,3,12.094473838806152,False,1,1,3,8,repeat
22,.,1,5,-1,2.9694972038269043,True,1,1,3,8,repeat
23,And,2,0,0,11.856074333190918,False,1,1,3,8,repeat
24, the,2,1,1,2.5245258808135986,False,1,1,3,8,repeat
25, other,2,2,2,2.2647364139556885,False,1,1,3,8,repeat
26,:,2,3,-1,2.886258602142334,True,1,1,3,8,repeat
27, county,3,0,1,3.7906336784362793,False,1,1,3,8,repeat
28,",",3,1,-1,0.23741576075553894,True,1,1,3,8,repeat
29, muscle,3,2,2,3.560835599899292,False,1,1,3,8,repeat
30,",",3,3,-1,0.2486158311367035,True,1,1,3,8,repeat
31, vapor,3,4,3,0.5379295349121094,False,1,1,3,8,repeat
32,.,3,5,-1,0.2768259644508362,True,1,1,3,8,repeat
33,<|endoftext|>,3,6,-2,4.051884651184082,False,1,1,3,8,repeat
0,<|endoftext|>,0,0,-2,nan,False,1,1,3,9,repeat
1, Before,0,1,1,12.528407096862793,False,1,1,3,9,repeat
2, the,0,2,2,2.4726693630218506,False,1,1,3,9,repeat
3, meeting,0,3,3,6.759095191955566,False,1,1,3,9,repeat
4,",",0,4,-1,0.9914171695709229,True,1,1,3,9,repeat
5, Mary,0,5,4,8.550304412841797,False,1,1,3,9,repeat
6, wrote,0,6,5,6.019630432128906,False,1,1,3,9,repeat
7, down,0,7,6,4.496373653411865,False,1,1,3,9,repeat
8, the,0,8,7,1.2372602224349976,False,1,1,3,9,repeat
9, following,0,9,8,4.111538410186768,False,1,1,3,9,repeat
10, lists,0,10,9,7.842437267303467,False,1,1,3,9,repeat
11, of,0,11,10,0.49632617831230164,False,1,1,3,9,repeat
12, words,0,12,11,6.3023152351379395,False,1,1,3,9,repeat
13,.,0,13,-1,2.9900951385498047,True,1,1,3,9,repeat
14, One,0,14,12,4.730581283569336,False,1,1,3,9,repeat
15, was,0,15,13,1.810640811920166,False,1,1,3,9,repeat
16,:,0,16,-1,3.6773507595062256,True,1,1,3,9,repeat
17, iron,1,0,1,12.649374961853027,False,1,1,3,9,repeat
18,",",1,1,-1,1.1074334383010864,True,1,1,3,9,repeat
19, onion,1,2,2,8.800346374511719,False,1,1,3,9,repeat
20,",",1,3,-1,0.12669304013252258,True,1,1,3,9,repeat
21, opera,1,4,3,11.969650268554688,False,1,1,3,9,repeat
22,.,1,5,-1,3.101976156234741,True,1,1,3,9,repeat
23,And,2,0,0,11.684476852416992,False,1,1,3,9,repeat
24, the,2,1,1,2.553171396255493,False,1,1,3,9,repeat
25, other,2,2,2,1.9860267639160156,False,1,1,3,9,repeat
26,:,2,3,-1,2.95900559425354,True,1,1,3,9,repeat
27, iron,3,0,1,4.135979175567627,False,1,1,3,9,repeat
28,",",3,1,-1,0.6949247717857361,True,1,1,3,9,repeat
29, onion,3,2,2,1.5616672039031982,False,1,1,3,9,repeat
30,",",3,3,-1,0.09006915986537933,True,1,1,3,9,repeat
31, opera,3,4,3,0.6528441905975342,False,1,1,3,9,repeat
32,.,3,5,-1,0.34410402178764343,True,1,1,3,9,repeat
33,<|endoftext|>,3,6,-2,3.6307547092437744,False,1,1,3,9,repeat
0,<|endoftext|>,0,0,-2,nan,False,1,1,3,10,repeat
1, Before,0,1,1,12.528407096862793,False,1,1,3,10,repeat
2, the,0,2,2,2.4726693630218506,False,1,1,3,10,repeat
3, meeting,0,3,3,6.759095191955566,False,1,1,3,10,repeat
4,",",0,4,-1,0.9914171695709229,True,1,1,3,10,repeat
5, Mary,0,5,4,8.550304412841797,False,1,1,3,10,repeat
6, wrote,0,6,5,6.019630432128906,False,1,1,3,10,repeat
7, down,0,7,6,4.496373653411865,False,1,1,3,10,repeat
8, the,0,8,7,1.2372602224349976,False,1,1,3,10,repeat
9, following,0,9,8,4.111538410186768,False,1,1,3,10,repeat
10, lists,0,10,9,7.842437267303467,False,1,1,3,10,repeat
11, of,0,11,10,0.49632617831230164,False,1,1,3,10,repeat
12, words,0,12,11,6.3023152351379395,False,1,1,3,10,repeat
13,.,0,13,-1,2.9900951385498047,True,1,1,3,10,repeat
14, One,0,14,12,4.730581283569336,False,1,1,3,10,repeat
15, was,0,15,13,1.810640811920166,False,1,1,3,10,repeat
16,:,0,16,-1,3.6773507595062256,True,1,1,3,10,repeat
17, blanket,1,0,1,13.49060344696045,False,1,1,3,10,repeat
18,",",1,1,-1,1.0152939558029175,True,1,1,3,10,repeat
19, marriage,1,2,2,10.001773834228516,False,1,1,3,10,repeat
20,",",1,3,-1,0.5118220448493958,True,1,1,3,10,repeat
21, ticket,1,4,3,11.553144454956055,False,1,1,3,10,repeat
22,.,1,5,-1,2.96860408782959,True,1,1,3,10,repeat
23,And,2,0,0,11.507596969604492,False,1,1,3,10,repeat
24, the,2,1,1,2.493375301361084,False,1,1,3,10,repeat
25, other,2,2,2,1.906806468963623,False,1,1,3,10,repeat
26,:,2,3,-1,2.756030797958374,True,1,1,3,10,repeat
27, blanket,3,0,1,3.798337936401367,False,1,1,3,10,repeat
28,",",3,1,-1,0.357034295797348,True,1,1,3,10,repeat
29, marriage,3,2,2,1.0187873840332031,False,1,1,3,10,repeat
30,",",3,3,-1,0.19784286618232727,True,1,1,3,10,repeat
31, ticket,3,4,3,0.4902153015136719,False,1,1,3,10,repeat
32,.,3,5,-1,0.3467690348625183,True,1,1,3,10,repeat
33,<|endoftext|>,3,6,-2,3.6103897094726562,False,1,1,3,10,repeat
0,<|endoftext|>,0,0,-2,nan,False,1,1,3,11,repeat
1, Before,0,1,1,12.528407096862793,False,1,1,3,11,repeat
2, the,0,2,2,2.4726693630218506,False,1,1,3,11,repeat
3, meeting,0,3,3,6.759095191955566,False,1,1,3,11,repeat
4,",",0,4,-1,0.9914171695709229,True,1,1,3,11,repeat
5, Mary,0,5,4,8.550304412841797,False,1,1,3,11,repeat
6, wrote,0,6,5,6.019630432128906,False,1,1,3,11,repeat
7, down,0,7,6,4.496373653411865,False,1,1,3,11,repeat
8, the,0,8,7,1.2372602224349976,False,1,1,3,11,repeat
9, following,0,9,8,4.111538410186768,False,1,1,3,11,repeat
10, lists,0,10,9,7.842437267303467,False,1,1,3,11,repeat
11, of,0,11,10,0.49632617831230164,False,1,1,3,11,repeat
12, words,0,12,11,6.3023152351379395,False,1,1,3,11,repeat
13,.,0,13,-1,2.9900951385498047,True,1,1,3,11,repeat
14, One,0,14,12,4.730581283569336,False,1,1,3,11,repeat
15, was,0,15,13,1.810640811920166,False,1,1,3,11,repeat
16,:,0,16,-1,3.6773507595062256,True,1,1,3,11,repeat
17, summer,1,0,1,11.236517906188965,False,1,1,3,11,repeat
18,",",1,1,-1,1.0894578695297241,True,1,1,3,11,repeat
19, bottom,1,2,2,10.540922164916992,False,1,1,3,11,repeat
20,",",1,3,-1,2.3184800148010254,True,1,1,3,11,repeat
21, meaning,1,4,3,8.010483741760254,False,1,1,3,11,repeat
22,.,1,5,-1,5.683717727661133,True,1,1,3,11,repeat
23,And,2,0,0,11.74874210357666,False,1,1,3,11,repeat
24, the,2,1,1,2.393293857574463,False,1,1,3,11,repeat
25, other,2,2,2,1.5178669691085815,False,1,1,3,11,repeat
26,:,2,3,-1,2.959988832473755,True,1,1,3,11,repeat
27, summer,3,0,1,2.5896902084350586,False,1,1,3,11,repeat
28,",",3,1,-1,0.43337365984916687,True,1,1,3,11,repeat
29, bottom,3,2,2,1.9609695672988892,False,1,1,3,11,repeat
30,",",3,3,-1,0.4250161647796631,True,1,1,3,11,repeat
31, meaning,3,4,3,0.4014497995376587,False,1,1,3,11,repeat
32,.,3,5,-1,0.45683756470680237,True,1,1,3,11,repeat
33,<|endoftext|>,3,6,-2,3.407594919204712,False,1,1,3,11,repeat
0,<|endoftext|>,0,0,-2,nan,False,1,1,3,12,repeat
1, Before,0,1,1,12.528407096862793,False,1,1,3,12,repeat
2, the,0,2,2,2.4726693630218506,False,1,1,3,12,repeat
3, meeting,0,3,3,6.759095191955566,False,1,1,3,12,repeat
4,",",0,4,-1,0.9914171695709229,True,1,1,3,12,repeat
5, Mary,0,5,4,8.550304412841797,False,1,1,3,12,repeat
6, wrote,0,6,5,6.019630432128906,False,1,1,3,12,repeat
7, down,0,7,6,4.496373653411865,False,1,1,3,12,repeat
8, the,0,8,7,1.2372602224349976,False,1,1,3,12,repeat
9, following,0,9,8,4.111538410186768,False,1,1,3,12,repeat
10, lists,0,10,9,7.842437267303467,False,1,1,3,12,repeat
11, of,0,11,10,0.49632617831230164,False,1,1,3,12,repeat
12, words,0,12,11,6.3023152351379395,False,1,1,3,12,repeat
13,.,0,13,-1,2.9900951385498047,True,1,1,3,12,repeat
14, One,0,14,12,4.730581283569336,False,1,1,3,12,repeat
15, was,0,15,13,1.810640811920166,False,1,1,3,12,repeat
16,:,0,16,-1,3.6773507595062256,True,1,1,3,12,repeat
17, effort,1,0,1,12.397871971130371,False,1,1,3,12,repeat
18,",",1,1,-1,0.8769979476928711,True,1,1,3,12,repeat
19, province,1,2,2,12.471275329589844,False,1,1,3,12,repeat
20,",",1,3,-1,0.16185779869556427,True,1,1,3,12,repeat
21, parcel,1,4,3,9.448345184326172,False,1,1,3,12,repeat
22,.,1,5,-1,2.862718105316162,True,1,1,3,12,repeat
23,And,2,0,0,12.288727760314941,False,1,1,3,12,repeat
24, the,2,1,1,2.4637324810028076,False,1,1,3,12,repeat
25, other,2,2,2,2.116253137588501,False,1,1,3,12,repeat
26,:,2,3,-1,2.741727828979492,True,1,1,3,12,repeat
27, effort,3,0,1,3.4266464710235596,False,1,1,3,12,repeat
28,",",3,1,-1,0.44604575634002686,True,1,1,3,12,repeat
29, province,3,2,2,2.44877290725708,False,1,1,3,12,repeat
30,",",3,3,-1,0.11222198605537415,True,1,1,3,12,repeat
31, parcel,3,4,3,0.5175473093986511,False,1,1,3,12,repeat
32,.,3,5,-1,0.22898440062999725,True,1,1,3,12,repeat
33,<|endoftext|>,3,6,-2,4.112216472625732,False,1,1,3,12,repeat
0,<|endoftext|>,0,0,-2,nan,False,1,1,3,13,repeat
1, Before,0,1,1,12.528407096862793,False,1,1,3,13,repeat
2, the,0,2,2,2.4726693630218506,False,1,1,3,13,repeat
3, meeting,0,3,3,6.759095191955566,False,1,1,3,13,repeat
4,",",0,4,-1,0.9914171695709229,True,1,1,3,13,repeat
5, Mary,0,5,4,8.550304412841797,False,1,1,3,13,repeat
