,token,trialID,positionID,subtok,surp,ispunct,prefix,prompt,list_len,stimID,second_list
8, the,0,8,8,1.2372602224349976,False,1,1,3,2,permute
9, following,0,9,9,4.111538410186768,False,1,1,3,2,permute
10, lists,0,10,10,7.842437267303467,False,1,1,3,2,permute
11, of,0,11,11,0.49632617831230164,False,1,1,3,2,permute
12, words,0,12,12,6.3023152351379395,False,1,1,3,2,permute
13,.,0,13,-1,2.9900951385498047,True,1,1,3,2,permute
14, One,0,14,13,4.730581283569336,False,1,1,3,2,permute
15, was,0,15,14,1.810640811920166,False,1,1,3,2,permute
16,:,0,16,-1,3.6773507595062256,True,1,1,3,2,permute
17, pleasure,1,0,1,10.082011222839355,False,1,1,3,2,permute
18,",",1,1,-1,0.7826864123344421,True,1,1,3,2,permute
19, pattern,1,2,2,11.091529846191406,False,1,1,3,2,permute
20,",",1,3,-1,0.3187127411365509,True,1,1,3,2,permute
21, leader,1,4,3,9.899248123168945,False,1,1,3,2,permute
22,.,1,5,-1,2.303256034851074,True,1,1,3,2,permute
23, And,2,0,1,4.3847336769104,False,1,1,3,2,permute
24, the,2,1,2,2.0963237285614014,False,1,1,3,2,permute
25, other,2,2,3,0.9633404016494751,False,1,1,3,2,permute
26,:,2,3,-1,2.7530946731567383,True,1,1,3,2,permute
27, leader,3,0,1,7.926151275634766,False,1,1,3,2,permute
28,",",3,1,-1,1.47309148311615,True,1,1,3,2,permute
29, pleasure,3,2,2,5.302155017852783,False,1,1,3,2,permute
30,",",3,3,-1,0.2784925103187561,True,1,1,3,2,permute
31, pattern,3,4,3,0.7661533951759338,False,1,1,3,2,permute
32,.,3,5,-1,1.5180696249008179,True,1,1,3,2,permute
33,<|endoftext|>,3,6,-2,5.165607452392578,False,1,1,3,2,permute
0,<|endoftext|>,0,0,-2,nan,False,1,1,3,3,permute
1, Before,0,1,2,12.528407096862793,False,1,1,3,3,permute
2, the,0,2,3,2.4726693630218506,False,1,1,3,3,permute
3, meeting,0,3,4,6.759095191955566,False,1,1,3,3,permute
4,",",0,4,-1,0.9914171695709229,True,1,1,3,3,permute
5, Mary,0,5,5,8.550304412841797,False,1,1,3,3,permute
6, wrote,0,6,6,6.019630432128906,False,1,1,3,3,permute
7, down,0,7,7,4.496373653411865,False,1,1,3,3,permute
8, the,0,8,8,1.2372602224349976,False,1,1,3,3,permute
9, following,0,9,9,4.111538410186768,False,1,1,3,3,permute
10, lists,0,10,10,7.842437267303467,False,1,1,3,3,permute
11, of,0,11,11,0.49632617831230164,False,1,1,3,3,permute
12, words,0,12,12,6.3023152351379395,False,1,1,3,3,permute
13,.,0,13,-1,2.9900951385498047,True,1,1,3,3,permute
14, One,0,14,13,4.730581283569336,False,1,1,3,3,permute
15, was,0,15,14,1.810640811920166,False,1,1,3,3,permute
16,:,0,16,-1,3.6773507595062256,True,1,1,3,3,permute
17, paper,1,0,1,12.026152610778809,False,1,1,3,3,permute
18,",",1,1,-1,1.0014458894729614,True,1,1,3,3,permute
19, belief,1,2,2,11.626930236816406,False,1,1,3,3,permute
20,",",1,3,-1,0.3123165965080261,True,1,1,3,3,permute
21, factor,1,4,3,11.210878372192383,False,1,1,3,3,permute
22,.,1,5,-1,2.682882070541382,True,1,1,3,3,permute
23, And,2,0,1,4.843164443969727,False,1,1,3,3,permute
24, the,2,1,2,2.0774028301239014,False,1,1,3,3,permute
25, other,2,2,3,0.9997000694274902,False,1,1,3,3,permute
26,:,2,3,-1,2.9966773986816406,True,1,1,3,3,permute
27, factor,3,0,1,5.804327011108398,False,1,1,3,3,permute
28,",",3,1,-1,1.7609645128250122,True,1,1,3,3,permute
29, paper,3,2,2,7.384398460388184,False,1,1,3,3,permute
30,",",3,3,-1,0.44165459275245667,True,1,1,3,3,permute
31, belief,3,4,3,2.204211950302124,False,1,1,3,3,permute
32,.,3,5,-1,0.9998273253440857,True,1,1,3,3,permute
33,<|endoftext|>,3,6,-2,5.241806983947754,False,1,1,3,3,permute
0,<|endoftext|>,0,0,-2,nan,False,1,1,3,4,permute
1, Before,0,1,2,12.528407096862793,False,1,1,3,4,permute
2, the,0,2,3,2.4726693630218506,False,1,1,3,4,permute
3, meeting,0,3,4,6.759095191955566,False,1,1,3,4,permute
4,",",0,4,-1,0.9914171695709229,True,1,1,3,4,permute
5, Mary,0,5,5,8.550304412841797,False,1,1,3,4,permute
6, wrote,0,6,6,6.019630432128906,False,1,1,3,4,permute
7, down,0,7,7,4.496373653411865,False,1,1,3,4,permute
8, the,0,8,8,1.2372602224349976,False,1,1,3,4,permute
9, following,0,9,9,4.111538410186768,False,1,1,3,4,permute
10, lists,0,10,10,7.842437267303467,False,1,1,3,4,permute
11, of,0,11,11,0.49632617831230164,False,1,1,3,4,permute
12, words,0,12,12,6.3023152351379395,False,1,1,3,4,permute
13,.,0,13,-1,2.9900951385498047,True,1,1,3,4,permute
14, One,0,14,13,4.730581283569336,False,1,1,3,4,permute
15, was,0,15,14,1.810640811920166,False,1,1,3,4,permute
16,:,0,16,-1,3.6773507595062256,True,1,1,3,4,permute
17, cabin,1,0,1,13.30518627166748,False,1,1,3,4,permute
18,",",1,1,-1,1.329758644104004,True,1,1,3,4,permute
19, doorway,1,2,2,8.71535873413086,False,1,1,3,4,permute
20,",",1,3,-1,0.1990291029214859,True,1,1,3,4,permute
21, candle,1,4,3,7.373973846435547,False,1,1,3,4,permute
22,.,1,5,-1,2.578605890274048,True,1,1,3,4,permute
23, And,2,0,1,4.454707622528076,False,1,1,3,4,permute
24, the,2,1,2,2.1025381088256836,False,1,1,3,4,permute
25, other,2,2,3,0.9980238676071167,False,1,1,3,4,permute
26,:,2,3,-1,2.599993944168091,True,1,1,3,4,permute
27, cabin,3,0,1,3.507624626159668,False,1,1,3,4,permute
28,",",3,1,-1,0.5290077924728394,True,1,1,3,4,permute
29, doorway,3,2,2,2.417459011077881,False,1,1,3,4,permute
30,",",3,3,-1,0.13966158032417297,True,1,1,3,4,permute
31, candle,3,4,3,0.6870429515838623,False,1,1,3,4,permute
32,.,3,5,-1,0.24762819707393646,True,1,1,3,4,permute
33,<|endoftext|>,3,6,-2,5.387494087219238,False,1,1,3,4,permute
0,<|endoftext|>,0,0,-2,nan,False,1,1,3,5,permute
1, Before,0,1,2,12.528407096862793,False,1,1,3,5,permute
2, the,0,2,3,2.4726693630218506,False,1,1,3,5,permute
3, meeting,0,3,4,6.759095191955566,False,1,1,3,5,permute
4,",",0,4,-1,0.9914171695709229,True,1,1,3,5,permute
5, Mary,0,5,5,8.550304412841797,False,1,1,3,5,permute
6, wrote,0,6,6,6.019630432128906,False,1,1,3,5,permute
7, down,0,7,7,4.496373653411865,False,1,1,3,5,permute
8, the,0,8,8,1.2372602224349976,False,1,1,3,5,permute
9, following,0,9,9,4.111538410186768,False,1,1,3,5,permute
10, lists,0,10,10,7.842437267303467,False,1,1,3,5,permute
11, of,0,11,11,0.49632617831230164,False,1,1,3,5,permute
12, words,0,12,12,6.3023152351379395,False,1,1,3,5,permute
13,.,0,13,-1,2.9900951385498047,True,1,1,3,5,permute
14, One,0,14,13,4.730581283569336,False,1,1,3,5,permute
15, was,0,15,14,1.810640811920166,False,1,1,3,5,permute
16,:,0,16,-1,3.6773507595062256,True,1,1,3,5,permute
17, future,1,0,1,11.620261192321777,False,1,1,3,5,permute
18,",",1,1,-1,2.348533868789673,True,1,1,3,5,permute
19, legend,1,2,2,10.16727066040039,False,1,1,3,5,permute
20,",",1,3,-1,0.31388822197914124,True,1,1,3,5,permute
21, problem,1,4,3,8.397005081176758,False,1,1,3,5,permute
22,.,1,5,-1,2.2164130210876465,True,1,1,3,5,permute
23, And,2,0,1,4.278538703918457,False,1,1,3,5,permute
24, the,2,1,2,1.9389457702636719,False,1,1,3,5,permute
25, other,2,2,3,1.0554261207580566,False,1,1,3,5,permute
26,:,2,3,-1,2.9677999019622803,True,1,1,3,5,permute
27, problem,3,0,1,4.712559700012207,False,1,1,3,5,permute
28,",",3,1,-1,1.7702369689941406,True,1,1,3,5,permute
29, future,3,2,2,5.322360515594482,False,1,1,3,5,permute
30,",",3,3,-1,0.4618673026561737,True,1,1,3,5,permute
31, legend,3,4,3,3.441082239151001,False,1,1,3,5,permute
32,.,3,5,-1,0.9234976172447205,True,1,1,3,5,permute
33,<|endoftext|>,3,6,-2,4.935178756713867,False,1,1,3,5,permute
0,<|endoftext|>,0,0,-2,nan,False,1,1,3,6,permute
1, Before,0,1,2,12.528407096862793,False,1,1,3,6,permute
2, the,0,2,3,2.4726693630218506,False,1,1,3,6,permute
3, meeting,0,3,4,6.759095191955566,False,1,1,3,6,permute
4,",",0,4,-1,0.9914171695709229,True,1,1,3,6,permute
5, Mary,0,5,5,8.550304412841797,False,1,1,3,6,permute
6, wrote,0,6,6,6.019630432128906,False,1,1,3,6,permute
7, down,0,7,7,4.496373653411865,False,1,1,3,6,permute
8, the,0,8,8,1.2372602224349976,False,1,1,3,6,permute
9, following,0,9,9,4.111538410186768,False,1,1,3,6,permute
10, lists,0,10,10,7.842437267303467,False,1,1,3,6,permute
11, of,0,11,11,0.49632617831230164,False,1,1,3,6,permute
12, words,0,12,12,6.3023152351379395,False,1,1,3,6,permute
13,.,0,13,-1,2.9900951385498047,True,1,1,3,6,permute
14, One,0,14,13,4.730581283569336,False,1,1,3,6,permute
15, was,0,15,14,1.810640811920166,False,1,1,3,6,permute
16,:,0,16,-1,3.6773507595062256,True,1,1,3,6,permute
17, oven,1,0,1,14.468657493591309,False,1,1,3,6,permute
18,",",1,1,-1,1.0230145454406738,True,1,1,3,6,permute
19, patient,1,2,2,11.21304988861084,False,1,1,3,6,permute
20,",",1,3,-1,0.22696922719478607,True,1,1,3,6,permute
21, daughter,1,4,3,7.654876232147217,False,1,1,3,6,permute
22,.,1,5,-1,2.3572418689727783,True,1,1,3,6,permute
23, And,2,0,1,4.295324802398682,False,1,1,3,6,permute
24, the,2,1,2,1.95912504196167,False,1,1,3,6,permute
25, other,2,2,3,1.1200501918792725,False,1,1,3,6,permute
26,:,2,3,-1,2.7267086505889893,True,1,1,3,6,permute
27, patient,3,0,1,4.377706527709961,False,1,1,3,6,permute
28,",",3,1,-1,0.5088255405426025,True,1,1,3,6,permute
29, daughter,3,2,2,0.9375894069671631,False,1,1,3,6,permute
30,",",3,3,-1,1.091999888420105,True,1,1,3,6,permute
31, oven,3,4,3,5.57882022857666,False,1,1,3,6,permute
32,.,3,5,-1,1.1099380254745483,True,1,1,3,6,permute
33,<|endoftext|>,3,6,-2,5.307811737060547,False,1,1,3,6,permute
0,<|endoftext|>,0,0,-2,nan,False,1,1,3,7,permute
1, Before,0,1,2,12.528407096862793,False,1,1,3,7,permute
2, the,0,2,3,2.4726693630218506,False,1,1,3,7,permute
3, meeting,0,3,4,6.759095191955566,False,1,1,3,7,permute
4,",",0,4,-1,0.9914171695709229,True,1,1,3,7,permute
5, Mary,0,5,5,8.550304412841797,False,1,1,3,7,permute
6, wrote,0,6,6,6.019630432128906,False,1,1,3,7,permute
7, down,0,7,7,4.496373653411865,False,1,1,3,7,permute
8, the,0,8,8,1.2372602224349976,False,1,1,3,7,permute
9, following,0,9,9,4.111538410186768,False,1,1,3,7,permute
10, lists,0,10,10,7.842437267303467,False,1,1,3,7,permute
11, of,0,11,11,0.49632617831230164,False,1,1,3,7,permute
12, words,0,12,12,6.3023152351379395,False,1,1,3,7,permute
13,.,0,13,-1,2.9900951385498047,True,1,1,3,7,permute
14, One,0,14,13,4.730581283569336,False,1,1,3,7,permute
15, was,0,15,14,1.810640811920166,False,1,1,3,7,permute
16,:,0,16,-1,3.6773507595062256,True,1,1,3,7,permute
17, village,1,0,1,11.890463829040527,False,1,1,3,7,permute
18,",",1,1,-1,1.0037431716918945,True,1,1,3,7,permute
19, shipping,1,2,2,12.224198341369629,False,1,1,3,7,permute
20,",",1,3,-1,0.5700985193252563,True,1,1,3,7,permute
21, beauty,1,4,3,9.032559394836426,False,1,1,3,7,permute
22,.,1,5,-1,2.8288979530334473,True,1,1,3,7,permute
23, And,2,0,1,4.225819110870361,False,1,1,3,7,permute
24, the,2,1,2,2.039605140686035,False,1,1,3,7,permute
25, other,2,2,3,1.1108551025390625,False,1,1,3,7,permute
26,:,2,3,-1,2.7163925170898438,True,1,1,3,7,permute
27, village,3,0,1,3.337681770324707,False,1,1,3,7,permute
28,",",3,1,-1,0.2575749456882477,True,1,1,3,7,permute
29, beauty,3,2,2,2.8788294792175293,False,1,1,3,7,permute
30,",",3,3,-1,0.8180139660835266,True,1,1,3,7,permute
31, shipping,3,4,3,6.434571743011475,False,1,1,3,7,permute
32,.,3,5,-1,1.4060697555541992,True,1,1,3,7,permute
33,<|endoftext|>,3,6,-2,5.261242389678955,False,1,1,3,7,permute
0,<|endoftext|>,0,0,-2,nan,False,1,1,3,8,permute
1, Before,0,1,2,12.528407096862793,False,1,1,3,8,permute
2, the,0,2,3,2.4726693630218506,False,1,1,3,8,permute
3, meeting,0,3,4,6.759095191955566,False,1,1,3,8,permute
4,",",0,4,-1,0.9914171695709229,True,1,1,3,8,permute
5, Mary,0,5,5,8.550304412841797,False,1,1,3,8,permute
6, wrote,0,6,6,6.019630432128906,False,1,1,3,8,permute
7, down,0,7,7,4.496373653411865,False,1,1,3,8,permute
8, the,0,8,8,1.2372602224349976,False,1,1,3,8,permute
9, following,0,9,9,4.111538410186768,False,1,1,3,8,permute
10, lists,0,10,10,7.842437267303467,False,1,1,3,8,permute
11, of,0,11,11,0.49632617831230164,False,1,1,3,8,permute
12, words,0,12,12,6.3023152351379395,False,1,1,3,8,permute
13,.,0,13,-1,2.9900951385498047,True,1,1,3,8,permute
14, One,0,14,13,4.730581283569336,False,1,1,3,8,permute
15, was,0,15,14,1.810640811920166,False,1,1,3,8,permute
16,:,0,16,-1,3.6773507595062256,True,1,1,3,8,permute
17, county,1,0,1,12.666556358337402,False,1,1,3,8,permute
18,",",1,1,-1,1.3957149982452393,True,1,1,3,8,permute
19, muscle,1,2,2,11.533546447753906,False,1,1,3,8,permute
20,",",1,3,-1,0.39339950680732727,True,1,1,3,8,permute
21, vapor,1,4,3,12.094473838806152,False,1,1,3,8,permute
22,.,1,5,-1,2.9694972038269043,True,1,1,3,8,permute
23, And,2,0,1,4.560198783874512,False,1,1,3,8,permute
24, the,2,1,2,2.172858238220215,False,1,1,3,8,permute
25, other,2,2,3,1.247106671333313,False,1,1,3,8,permute
26,:,2,3,-1,2.793499708175659,True,1,1,3,8,permute
27, muscle,3,0,1,6.274651527404785,False,1,1,3,8,permute
28,",",3,1,-1,1.0840668678283691,True,1,1,3,8,permute
29, vapor,3,2,2,2.123533248901367,False,1,1,3,8,permute
30,",",3,3,-1,0.9677473902702332,True,1,1,3,8,permute
31, county,3,4,3,9.263547897338867,False,1,1,3,8,permute
32,.,3,5,-1,1.576631784439087,True,1,1,3,8,permute
33,<|endoftext|>,3,6,-2,5.451397895812988,False,1,1,3,8,permute
0,<|endoftext|>,0,0,-2,nan,False,1,1,3,9,permute
1, Before,0,1,2,12.528407096862793,False,1,1,3,9,permute
2, the,0,2,3,2.4726693630218506,False,1,1,3,9,permute
3, meeting,0,3,4,6.759095191955566,False,1,1,3,9,permute
4,",",0,4,-1,0.9914171695709229,True,1,1,3,9,permute
5, Mary,0,5,5,8.550304412841797,False,1,1,3,9,permute
6, wrote,0,6,6,6.019630432128906,False,1,1,3,9,permute
7, down,0,7,7,4.496373653411865,False,1,1,3,9,permute
8, the,0,8,8,1.2372602224349976,False,1,1,3,9,permute
9, following,0,9,9,4.111538410186768,False,1,1,3,9,permute
10, lists,0,10,10,7.842437267303467,False,1,1,3,9,permute
11, of,0,11,11,0.49632617831230164,False,1,1,3,9,permute
12, words,0,12,12,6.3023152351379395,False,1,1,3,9,permute
13,.,0,13,-1,2.9900951385498047,True,1,1,3,9,permute
14, One,0,14,13,4.730581283569336,False,1,1,3,9,permute
15, was,0,15,14,1.810640811920166,False,1,1,3,9,permute
16,:,0,16,-1,3.6773507595062256,True,1,1,3,9,permute
17, iron,1,0,1,12.649374961853027,False,1,1,3,9,permute
18,",",1,1,-1,1.1074334383010864,True,1,1,3,9,permute
19, onion,1,2,2,8.800346374511719,False,1,1,3,9,permute
20,",",1,3,-1,0.12669304013252258,True,1,1,3,9,permute
21, opera,1,4,3,11.969650268554688,False,1,1,3,9,permute
22,.,1,5,-1,3.101976156234741,True,1,1,3,9,permute
23, And,2,0,1,4.388288497924805,False,1,1,3,9,permute
24, the,2,1,2,1.980467438697815,False,1,1,3,9,permute
25, other,2,2,3,0.9419717192649841,False,1,1,3,9,permute
26,:,2,3,-1,2.923438787460327,True,1,1,3,9,permute
27, onion,3,0,1,5.109339237213135,False,1,1,3,9,permute
28,",",3,1,-1,0.5708378553390503,True,1,1,3,9,permute
29, opera,3,2,2,3.25077748298645,False,1,1,3,9,permute
30,",",3,3,-1,1.1937308311462402,True,1,1,3,9,permute
31, iron,3,4,3,3.93941593170166,False,1,1,3,9,permute
32,.,3,5,-1,1.4274873733520508,True,1,1,3,9,permute
33,<|endoftext|>,3,6,-2,5.126178741455078,False,1,1,3,9,permute
0,<|endoftext|>,0,0,-2,nan,False,1,1,3,10,permute
1, Before,0,1,2,12.528407096862793,False,1,1,3,10,permute
2, the,0,2,3,2.4726693630218506,False,1,1,3,10,permute
3, meeting,0,3,4,6.759095191955566,False,1,1,3,10,permute
4,",",0,4,-1,0.9914171695709229,True,1,1,3,10,permute
5, Mary,0,5,5,8.550304412841797,False,1,1,3,10,permute
6, wrote,0,6,6,6.019630432128906,False,1,1,3,10,permute
7, down,0,7,7,4.496373653411865,False,1,1,3,10,permute
8, the,0,8,8,1.2372602224349976,False,1,1,3,10,permute
9, following,0,9,9,4.111538410186768,False,1,1,3,10,permute
10, lists,0,10,10,7.842437267303467,False,1,1,3,10,permute
11, of,0,11,11,0.49632617831230164,False,1,1,3,10,permute
12, words,0,12,12,6.3023152351379395,False,1,1,3,10,permute
13,.,0,13,-1,2.9900951385498047,True,1,1,3,10,permute
14, One,0,14,13,4.730581283569336,False,1,1,3,10,permute
15, was,0,15,14,1.810640811920166,False,1,1,3,10,permute
16,:,0,16,-1,3.6773507595062256,True,1,1,3,10,permute
17, blanket,1,0,1,13.49060344696045,False,1,1,3,10,permute
18,",",1,1,-1,1.0152939558029175,True,1,1,3,10,permute
19, marriage,1,2,2,10.001773834228516,False,1,1,3,10,permute
20,",",1,3,-1,0.5118220448493958,True,1,1,3,10,permute
21, ticket,1,4,3,11.553144454956055,False,1,1,3,10,permute
22,.,1,5,-1,2.96860408782959,True,1,1,3,10,permute
23, And,2,0,1,4.148824691772461,False,1,1,3,10,permute
24, the,2,1,2,2.015936851501465,False,1,1,3,10,permute
25, other,2,2,3,1.0436978340148926,False,1,1,3,10,permute
26,:,2,3,-1,2.6744728088378906,True,1,1,3,10,permute
27, blanket,3,0,1,4.079922676086426,False,1,1,3,10,permute
28,",",3,1,-1,0.3907254934310913,True,1,1,3,10,permute
29, ticket,3,2,2,6.825442314147949,False,1,1,3,10,permute
30,",",3,3,-1,0.9066425561904907,True,1,1,3,10,permute
31, marriage,3,4,3,2.998260021209717,False,1,1,3,10,permute
32,.,3,5,-1,1.2789090871810913,True,1,1,3,10,permute
33,<|endoftext|>,3,6,-2,5.156253814697266,False,1,1,3,10,permute
0,<|endoftext|>,0,0,-2,nan,False,1,1,3,11,permute
1, Before,0,1,2,12.528407096862793,False,1,1,3,11,permute
2, the,0,2,3,2.4726693630218506,False,1,1,3,11,permute
3, meeting,0,3,4,6.759095191955566,False,1,1,3,11,permute
4,",",0,4,-1,0.9914171695709229,True,1,1,3,11,permute
5, Mary,0,5,5,8.550304412841797,False,1,1,3,11,permute
6, wrote,0,6,6,6.019630432128906,False,1,1,3,11,permute
7, down,0,7,7,4.496373653411865,False,1,1,3,11,permute
8, the,0,8,8,1.2372602224349976,False,1,1,3,11,permute
9, following,0,9,9,4.111538410186768,False,1,1,3,11,permute
10, lists,0,10,10,7.842437267303467,False,1,1,3,11,permute
11, of,0,11,11,0.49632617831230164,False,1,1,3,11,permute
12, words,0,12,12,6.3023152351379395,False,1,1,3,11,permute
13,.,0,13,-1,2.9900951385498047,True,1,1,3,11,permute
14, One,0,14,13,4.730581283569336,False,1,1,3,11,permute
15, was,0,15,14,1.810640811920166,False,1,1,3,11,permute
16,:,0,16,-1,3.6773507595062256,True,1,1,3,11,permute
17, summer,1,0,1,11.236517906188965,False,1,1,3,11,permute
18,",",1,1,-1,1.0894578695297241,True,1,1,3,11,permute
19, bottom,1,2,2,10.540922164916992,False,1,1,3,11,permute
20,",",1,3,-1,2.3184800148010254,True,1,1,3,11,permute
21, meaning,1,4,3,8.010483741760254,False,1,1,3,11,permute
22,.,1,5,-1,5.683717727661133,True,1,1,3,11,permute
23, And,2,0,1,4.426949501037598,False,1,1,3,11,permute
24, the,2,1,2,1.8719310760498047,False,1,1,3,11,permute
25, other,2,2,3,0.6868957281112671,False,1,1,3,11,permute
26,:,2,3,-1,2.898625373840332,True,1,1,3,11,permute
27, bottom,3,0,1,4.371310234069824,False,1,1,3,11,permute
28,",",3,1,-1,1.040108323097229,True,1,1,3,11,permute
29, meaning,3,2,2,0.942978024482727,False,1,1,3,11,permute
30,",",3,3,-1,2.550130605697632,True,1,1,3,11,permute
31, summer,3,4,3,5.2704243659973145,False,1,1,3,11,permute
32,.,3,5,-1,0.6948257684707642,True,1,1,3,11,permute
33,<|endoftext|>,3,6,-2,4.9809441566467285,False,1,1,3,11,permute
0,<|endoftext|>,0,0,-2,nan,False,1,1,3,12,permute
1, Before,0,1,2,12.528407096862793,False,1,1,3,12,permute
2, the,0,2,3,2.4726693630218506,False,1,1,3,12,permute
3, meeting,0,3,4,6.759095191955566,False,1,1,3,12,permute
4,",",0,4,-1,0.9914171695709229,True,1,1,3,12,permute
5, Mary,0,5,5,8.550304412841797,False,1,1,3,12,permute
6, wrote,0,6,6,6.019630432128906,False,1,1,3,12,permute
7, down,0,7,7,4.496373653411865,False,1,1,3,12,permute
8, the,0,8,8,1.2372602224349976,False,1,1,3,12,permute
9, following,0,9,9,4.111538410186768,False,1,1,3,12,permute
10, lists,0,10,10,7.842437267303467,False,1,1,3,12,permute
11, of,0,11,11,0.49632617831230164,False,1,1,3,12,permute
12, words,0,12,12,6.3023152351379395,False,1,1,3,12,permute
13,.,0,13,-1,2.9900951385498047,True,1,1,3,12,permute
14, One,0,14,13,4.730581283569336,False,1,1,3,12,permute
15, was,0,15,14,1.810640811920166,False,1,1,3,12,permute
16,:,0,16,-1,3.6773507595062256,True,1,1,3,12,permute
17, effort,1,0,1,12.397871971130371,False,1,1,3,12,permute
18,",",1,1,-1,0.8769979476928711,True,1,1,3,12,permute
19, province,1,2,2,12.471275329589844,False,1,1,3,12,permute
20,",",1,3,-1,0.16185779869556427,True,1,1,3,12,permute
21, parcel,1,4,3,9.448345184326172,False,1,1,3,12,permute
22,.,1,5,-1,2.862718105316162,True,1,1,3,12,permute
23, And,2,0,1,4.676217079162598,False,1,1,3,12,permute
24, the,2,1,2,2.0434553623199463,False,1,1,3,12,permute
25, other,2,2,3,1.0774909257888794,False,1,1,3,12,permute
26,:,2,3,-1,2.645793914794922,True,1,1,3,12,permute
27, province,3,0,1,5.79624605178833,False,1,1,3,12,permute
28,",",3,1,-1,0.5367354154586792,True,1,1,3,12,permute
29, effort,3,2,2,7.5511794090271,False,1,1,3,12,permute
30,",",3,3,-1,0.3107645809650421,True,1,1,3,12,permute
31, parcel,3,4,3,1.1025736331939697,False,1,1,3,12,permute
32,.,3,5,-1,0.17808906733989716,True,1,1,3,12,permute
33,<|endoftext|>,3,6,-2,5.552706718444824,False,1,1,3,12,permute
0,<|endoftext|>,0,0,-2,nan,False,1,1,3,13,permute
1, Before,0,1,2,12.528407096862793,False,1,1,3,13,permute
2, the,0,2,3,2.4726693630218506,False,1,1,3,13,permute
3, meeting,0,3,4,6.759095191955566,False,1,1,3,13,permute
4,",",0,4,-1,0.9914171695709229,True,1,1,3,13,permute
5, Mary,0,5,5,8.550304412841797,False,1,1,3,13,permute
6, wrote,0,6,6,6.019630432128906,False,1,1,3,13,permute
7, down,0,7,7,4.496373653411865,False,1,1,3,13,permute
8, the,0,8,8,1.2372602224349976,False,1,1,3,13,permute
9, following,0,9,9,4.111538410186768,False,1,1,3,13,permute
10, lists,0,10,10,7.842437267303467,False,1,1,3,13,permute
11, of,0,11,11,0.49632617831230164,False,1,1,3,13,permute
12, words,0,12,12,6.3023152351379395,False,1,1,3,13,permute
13,.,0,13,-1,2.9900951385498047,True,1,1,3,13,permute
14, One,0,14,13,4.730581283569336,False,1,1,3,13,permute
15, was,0,15,14,1.810640811920166,False,1,1,3,13,permute
16,:,0,16,-1,3.6773507595062256,True,1,1,3,13,permute
17, acre,1,0,1,14.11624813079834,False,1,1,3,13,permute
18,",",1,1,-1,1.870476484298706,True,1,1,3,13,permute
19, fortune,1,2,2,11.078010559082031,False,1,1,3,13,permute
