word	sentid	corpuspos	markers	list_len	prompt_len	wlen	surp	hs	dHs
pocket	5	28	3	3	1	6	15.83159351348877	6.545698642730713	0.16027307510375977
,	5	29	3	3	1	1	2.544328451156616	6.1436591148376465	0.4020395278930664
training	5	30	3	3	1	8	12.926478385925293	6.758580207824707	-0.6149210929870605
.	5	31	3	3	1	1	5.978270530700684	2.584972858428955	4.173607349395752
before	6	0	0	3	1	6	10.510743141174316	7.3336076736450195	0.0
the	6	1	0	3	1	3	1.3516240119934082	5.0294013023376465	2.304206371307373
meeting	6	2	0	3	1	7	9.76176929473877	8.512018203735352	-3.482616901397705
,	6	3	0	3	1	1	1.3793230056762695	4.450833797454834	4.061184406280518
<unk>	6	4	0	3	1	5	1.5797295570373535	4.693855285644531	-0.24302148818969727
wrote	6	5	0	3	1	5	6.7452545166015625	7.437475681304932	-2.7436203956604004
down	6	6	0	3	1	4	12.359661102294922	5.054750919342041	2.3827247619628906
the	6	7	0	3	1	3	2.0881338119506836	5.478602886199951	-0.42385196685791016
following	6	8	0	3	1	9	8.708403587341309	9.597563743591309	-4.118960857391357
lists	6	9	0	3	1	5	9.607193946838379	8.287297248840332	1.3102664947509766
of	6	10	0	3	1	2	2.7516086101531982	4.2685065269470215	4.0187907218933105
words	6	11	0	3	1	5	8.586953163146973	7.098214626312256	-2.8297080993652344
.	6	12	0	3	1	1	2.9857442378997803	5.5401482582092285	1.5580663681030273
one	6	13	0	3	1	3	25.875417709350586	0.16667278110980988	5.373475477099419
was	6	14	0	3	1	3	5.924862384796143	6.96293306350708	-6.79626028239727
:	6	15	0	3	1	1	11.934603691101074	7.956364154815674	-0.9934310913085938
village	6	16	1	3	1	7	18.628448486328125	4.645127296447754	3.31123685836792
,	6	17	1	3	1	1	5.655844211578369	8.273659706115723	-3.6285324096679688
shipping	6	18	1	3	1	8	13.537432670593262	8.957000732421875	-0.6833410263061523
,	6	19	1	3	1	1	0.41275718808174133	2.0472474098205566	6.909753322601318
beauty	6	20	1	3	1	6	12.63960075378418	5.170778274536133	-3.123530864715576
.	6	21	1	3	1	1	9.514286041259766	1.52358877658844	3.647189497947693
and	6	22	2	3	1	3	20.791061401367188	0.07861943542957306	1.4449693411588669
the	6	23	2	3	1	3	2.723435401916504	6.547525405883789	-6.468905970454216
other	6	24	2	3	1	5	5.617878437042236	9.788731575012207	-3.241206169128418
:	6	25	2	3	1	1	7.889094352722168	9.256219863891602	0.5325117111206055
dragon	6	26	3	3	1	6	16.578266143798828	6.73480224609375	2.5214176177978516
,	6	27	3	3	1	1	3.627333879470825	6.983076095581055	-0.2482738494873047
pillow	6	28	3	3	1	6	19.503068923950195	6.792423725128174	0.19065237045288086
,	6	29	3	3	1	1	1.6230933666229248	5.994175434112549	0.798248291015625
aspect	6	30	3	3	1	6	18.513574600219727	6.737990856170654	-0.7438154220581055
.	6	31	3	3	1	1	5.237445831298828	2.797873020172119	3.940117835998535
before	7	0	0	3	1	6	10.510743141174316	7.3336076736450195	0.0
the	7	1	0	3	1	3	1.3516240119934082	5.0294013023376465	2.304206371307373
meeting	7	2	0	3	1	7	9.76176929473877	8.512018203735352	-3.482616901397705
,	7	3	0	3	1	1	1.3793230056762695	4.450833797454834	4.061184406280518
<unk>	7	4	0	3	1	5	1.5797295570373535	4.693855285644531	-0.24302148818969727
wrote	7	5	0	3	1	5	6.7452545166015625	7.437475681304932	-2.7436203956604004
down	7	6	0	3	1	4	12.359661102294922	5.054750919342041	2.3827247619628906
the	7	7	0	3	1	3	2.0881338119506836	5.478602886199951	-0.42385196685791016
following	7	8	0	3	1	9	8.708403587341309	9.597563743591309	-4.118960857391357
lists	7	9	0	3	1	5	9.607193946838379	8.287297248840332	1.3102664947509766
of	7	10	0	3	1	2	2.7516086101531982	4.2685065269470215	4.0187907218933105
words	7	11	0	3	1	5	8.586953163146973	7.098214626312256	-2.8297080993652344
.	7	12	0	3	1	1	2.9857442378997803	5.5401482582092285	1.5580663681030273
one	7	13	0	3	1	3	25.875417709350586	0.16667278110980988	5.373475477099419
was	7	14	0	3	1	3	5.924862384796143	6.96293306350708	-6.79626028239727
:	7	15	0	3	1	1	11.934603691101074	7.956364154815674	-0.9934310913085938
county	7	16	1	3	1	6	17.45623207092285	4.645127296447754	3.31123685836792
,	7	17	1	3	1	1	4.797989368438721	8.515947341918945	-3.8708200454711914
muscle	7	18	1	3	1	6	20.604066848754883	7.085430145263672	1.4305171966552734
,	7	19	1	3	1	1	1.1186037063598633	4.994976997375488	2.0904531478881836
vapor	7	20	1	3	1	5	18.27042007446289	7.640071868896484	-2.645094871520996
.	7	21	1	3	1	1	8.403220176696777	2.040940523147583	5.599131345748901
and	7	22	2	3	1	3	20.712772369384766	0.1107470914721489	1.9301934316754341
the	7	23	2	3	1	3	2.5096750259399414	5.711221694946289	-5.60047460347414
other	7	24	2	3	1	5	5.3114542961120605	9.627127647399902	-3.9159059524536133
:	7	25	2	3	1	1	8.509610176086426	8.903240203857422	0.7238874435424805
island	7	26	3	3	1	6	15.772782325744629	6.288099765777588	2.615140438079834
,	7	27	3	3	1	1	3.201230049133301	7.6155171394348145	-1.3274173736572266
theory	7	28	3	3	1	6	15.213974952697754	5.741077899932861	1.8744392395019531
,	7	29	3	3	1	1	0.6690067052841187	2.583503246307373	3.1575746536254883
person	7	30	3	3	1	6	13.900012016296387	8.400179862976074	-5.816676616668701
.	7	31	3	3	1	1	5.6239423751831055	5.161688804626465	3.2384910583496094
before	8	0	0	3	1	6	10.510743141174316	7.3336076736450195	0.0
the	8	1	0	3	1	3	1.3516240119934082	5.0294013023376465	2.304206371307373
meeting	8	2	0	3	1	7	9.76176929473877	8.512018203735352	-3.482616901397705
,	8	3	0	3	1	1	1.3793230056762695	4.450833797454834	4.061184406280518
<unk>	8	4	0	3	1	5	1.5797295570373535	4.693855285644531	-0.24302148818969727
wrote	8	5	0	3	1	5	6.7452545166015625	7.437475681304932	-2.7436203956604004
down	8	6	0	3	1	4	12.359661102294922	5.054750919342041	2.3827247619628906
the	8	7	0	3	1	3	2.0881338119506836	5.478602886199951	-0.42385196685791016
following	8	8	0	3	1	9	8.708403587341309	9.597563743591309	-4.118960857391357
lists	8	9	0	3	1	5	9.607193946838379	8.287297248840332	1.3102664947509766
of	8	10	0	3	1	2	2.7516086101531982	4.2685065269470215	4.0187907218933105
words	8	11	0	3	1	5	8.586953163146973	7.098214626312256	-2.8297080993652344
.	8	12	0	3	1	1	2.9857442378997803	5.5401482582092285	1.5580663681030273
one	8	13	0	3	1	3	25.875417709350586	0.16667278110980988	5.373475477099419
was	8	14	0	3	1	3	5.924862384796143	6.96293306350708	-6.79626028239727
:	8	15	0	3	1	1	11.934603691101074	7.956364154815674	-0.9934310913085938
iron	8	16	1	3	1	4	15.533929824829102	4.645127296447754	3.31123685836792
,	8	17	1	3	1	1	3.7927064895629883	6.681179046630859	-2.0360517501831055
onion	8	18	1	3	1	5	15.21987247467041	8.171956062316895	-1.4907770156860352
,	8	19	1	3	1	1	0.5781569480895996	2.6205952167510986	5.551360845565796
opera	8	20	1	3	1	5	20.17171287536621	6.030179977416992	-3.4095847606658936
.	8	21	1	3	1	1	10.299503326416016	1.694614291191101	4.335565686225891
and	8	22	2	3	1	3	20.71834373474121	0.14560164511203766	1.5490126460790634
the	8	23	2	3	1	3	3.2717339992523193	5.372354984283447	-5.22675333917141
other	8	24	2	3	1	5	5.577812194824219	8.869050979614258	-3.4966959953308105
:	8	25	2	3	1	1	8.105993270874023	8.744026184082031	0.12502479553222656
orange	8	26	3	3	1	6	14.336854934692383	5.96258020401001	2.7814459800720215
,	8	27	3	3	1	1	2.0830695629119873	6.092766284942627	-0.1301860809326172
letter	8	28	3	3	1	6	15.163716316223145	5.50838565826416	0.5843806266784668
,	8	29	3	3	1	1	2.7759780883789062	5.530815124511719	-0.022429466247558594
acid	8	30	3	3	1	4	15.383448600769043	6.087113857269287	-0.5562987327575684
.	8	31	3	3	1	1	6.263786792755127	7.540564060211182	-1.4534502029418945
before	9	0	0	3	1	6	10.510743141174316	7.3336076736450195	0.0
the	9	1	0	3	1	3	1.3516240119934082	5.0294013023376465	2.304206371307373
meeting	9	2	0	3	1	7	9.76176929473877	8.512018203735352	-3.482616901397705
,	9	3	0	3	1	1	1.3793230056762695	4.450833797454834	4.061184406280518
<unk>	9	4	0	3	1	5	1.5797295570373535	4.693855285644531	-0.24302148818969727
wrote	9	5	0	3	1	5	6.7452545166015625	7.437475681304932	-2.7436203956604004
down	9	6	0	3	1	4	12.359661102294922	5.054750919342041	2.3827247619628906
the	9	7	0	3	1	3	2.0881338119506836	5.478602886199951	-0.42385196685791016
following	9	8	0	3	1	9	8.708403587341309	9.597563743591309	-4.118960857391357
lists	9	9	0	3	1	5	9.607193946838379	8.287297248840332	1.3102664947509766
of	9	10	0	3	1	2	2.7516086101531982	4.2685065269470215	4.0187907218933105
words	9	11	0	3	1	5	8.586953163146973	7.098214626312256	-2.8297080993652344
.	9	12	0	3	1	1	2.9857442378997803	5.5401482582092285	1.5580663681030273
one	9	13	0	3	1	3	25.875417709350586	0.16667278110980988	5.373475477099419
was	9	14	0	3	1	3	5.924862384796143	6.96293306350708	-6.79626028239727
:	9	15	0	3	1	1	11.934603691101074	7.956364154815674	-0.9934310913085938
blanket	9	16	1	3	1	7	20.935720443725586	4.645127296447754	3.31123685836792
,	9	17	1	3	1	1	3.6260857582092285	7.998278617858887	-3.353151321411133
marriage	9	18	1	3	1	8	12.287945747375488	8.429409980773926	-0.43113136291503906
,	9	19	1	3	1	1	0.6091015934944153	2.8024182319641113	5.6269917488098145
ticket	9	20	1	3	1	6	14.945117950439453	6.685919284820557	-3.8835010528564453
.	9	21	1	3	1	1	7.9427289962768555	5.488753318786621	1.1971659660339355
and	9	22	2	3	1	3	20.1389102935791	0.09699288010597229	5.391760438680649
the	9	23	2	3	1	3	2.940023422241211	6.5067009925842285	-6.409708112478256
other	9	24	2	3	1	5	5.514878749847412	9.730546951293945	-3.223845958709717
:	9	25	2	3	1	1	7.159905910491943	9.334684371948242	0.3958625793457031
motor	9	26	3	3	1	5	16.904157638549805	6.717923164367676	2.6167612075805664
,	9	27	3	3	1	1	4.773890495300293	9.648659706115723	-2.930736541748047
lawyer	9	28	3	3	1	6	14.677821159362793	9.372891426086426	0.2757682800292969
,	9	29	3	3	1	1	0.3954896926879883	1.362148642539978	8.010742783546448
powder	9	30	3	3	1	6	16.269145965576172	6.644472122192383	-5.282323479652405
.	9	31	3	3	1	1	7.59614896774292	2.3184280395507812	4.326044082641602
before	10	0	0	3	1	6	10.510743141174316	7.3336076736450195	0.0
the	10	1	0	3	1	3	1.3516240119934082	5.0294013023376465	2.304206371307373
meeting	10	2	0	3	1	7	9.76176929473877	8.512018203735352	-3.482616901397705
,	10	3	0	3	1	1	1.3793230056762695	4.450833797454834	4.061184406280518
<unk>	10	4	0	3	1	5	1.5797295570373535	4.693855285644531	-0.24302148818969727
wrote	10	5	0	3	1	5	6.7452545166015625	7.437475681304932	-2.7436203956604004
down	10	6	0	3	1	4	12.359661102294922	5.054750919342041	2.3827247619628906
the	10	7	0	3	1	3	2.0881338119506836	5.478602886199951	-0.42385196685791016
following	10	8	0	3	1	9	8.708403587341309	9.597563743591309	-4.118960857391357
lists	10	9	0	3	1	5	9.607193946838379	8.287297248840332	1.3102664947509766
of	10	10	0	3	1	2	2.7516086101531982	4.2685065269470215	4.0187907218933105
words	10	11	0	3	1	5	8.586953163146973	7.098214626312256	-2.8297080993652344
.	10	12	0	3	1	1	2.9857442378997803	5.5401482582092285	1.5580663681030273
one	10	13	0	3	1	3	25.875417709350586	0.16667278110980988	5.373475477099419
was	10	14	0	3	1	3	5.924862384796143	6.96293306350708	-6.79626028239727
:	10	15	0	3	1	1	11.934603691101074	7.956364154815674	-0.9934310913085938
summer	10	16	1	3	1	6	15.946861267089844	4.645127296447754	3.31123685836792
,	10	17	1	3	1	1	3.647136688232422	7.797868728637695	-3.1527414321899414
bottom	10	18	1	3	1	6	14.771472930908203	7.8734450340271	-0.0755763053894043
,	10	19	1	3	1	1	1.3519372940063477	4.266483783721924	3.606961250305176
meaning	10	20	1	3	1	7	15.12330436706543	7.755009174346924	-3.488525390625
.	10	21	1	3	1	1	5.033627986907959	5.271896839141846	2.483112335205078
and	10	22	2	3	1	3	20.538158416748047	0.26069316267967224	5.0112036764621735
the	10	23	2	3	1	3	2.6416003704071045	5.870625972747803	-5.6099328100681305
other	10	24	2	3	1	5	5.353984355926514	9.704305648803711	-3.833679676055908
:	10	25	2	3	1	1	7.752227306365967	8.899361610412598	0.8049440383911133
acre	10	26	3	3	1	4	19.595396041870117	6.244913101196289	2.6544485092163086
,	10	27	3	3	1	1	2.8749890327453613	6.464341640472412	-0.21942853927612305
