,token,trialID,positionID,surp,ispunct,prefix,prompt,stimID,second_list
15,",",1,2,0.6914334893226624,True,1,1,4,permute
16, soldier,1,3,10.462579727172852,False,1,1,4,permute
17,",",1,4,0.43484199047088623,True,1,1,4,permute
18, double,1,5,8.586225509643555,False,1,1,4,permute
19,.,1,6,4.944307327270508,True,1,1,4,permute
20,After,2,0,11.167309761047363,False,1,1,4,permute
21, the,2,1,1.6592068672180176,False,1,1,4,permute
22, meeting,2,2,0.3077068030834198,False,1,1,4,permute
23,",",2,3,0.20804311335086823,True,1,1,4,permute
24, Mary,2,4,0.972071647644043,False,1,1,4,permute
25, read,2,5,4.049242973327637,False,1,1,4,permute
26, the,2,6,1.3700681924819946,False,1,1,4,permute
27, list,2,7,1.930112600326538,False,1,1,4,permute
28, again,2,8,2.567936897277832,False,1,1,4,permute
29,:,2,9,2.2116384506225586,True,1,1,4,permute
30, b,3,0,1.857019066810608,False,1,1,4,permute
31,erry,3,1,0.02875732071697712,False,1,1,4,permute
32,",",3,2,0.10116948187351227,True,1,1,4,permute
33, soldier,3,3,0.8239895701408386,False,1,1,4,permute
34,",",3,4,0.062033943831920624,True,1,1,4,permute
35, double,3,5,0.2288118302822113,False,1,1,4,permute
36,.,3,6,0.1444922387599945,True,1,1,4,permute
0,Before,0,0,nan,False,1,1,5,permute
1, the,0,1,2.551027297973633,False,1,1,5,permute
2, meeting,0,2,5.753713607788086,False,1,1,5,permute
3,",",0,3,0.6362646222114563,True,1,1,5,permute
4, Mary,0,4,8.620794296264648,False,1,1,5,permute
5, wrote,0,5,6.034746170043945,False,1,1,5,permute
6, down,0,6,4.396554946899414,False,1,1,5,permute
7, the,0,7,1.3433159589767456,False,1,1,5,permute
8, following,0,8,4.053033351898193,False,1,1,5,permute
9, list,0,9,4.172577381134033,False,1,1,5,permute
10, of,0,10,0.18576112389564514,False,1,1,5,permute
11, words,0,11,6.043724060058594,False,1,1,5,permute
12,:,0,12,1.203829288482666,True,1,1,5,permute
13, project,1,0,12.065226554870605,False,1,1,5,permute
14,",",1,1,1.160604476928711,True,1,1,5,permute
15, colour,1,2,10.60263729095459,False,1,1,5,permute
16,",",1,3,0.14344057440757751,True,1,1,5,permute
17, treasure,1,4,9.82359504699707,False,1,1,5,permute
18,.,1,5,3.225951671600342,True,1,1,5,permute
19,After,2,0,10.654653549194336,False,1,1,5,permute
20, the,2,1,1.7100986242294312,False,1,1,5,permute
21, meeting,2,2,0.2143040895462036,False,1,1,5,permute
22,",",2,3,0.22277536988258362,True,1,1,5,permute
23, Mary,2,4,1.1655309200286865,False,1,1,5,permute
24, read,2,5,4.081037521362305,False,1,1,5,permute
25, the,2,6,1.4741636514663696,False,1,1,5,permute
26, list,2,7,1.605021357536316,False,1,1,5,permute
27, again,2,8,2.6547112464904785,False,1,1,5,permute
28,:,2,9,2.5796494483947754,True,1,1,5,permute
29, treasure,3,0,6.538144111633301,False,1,1,5,permute
30,",",3,1,0.2428952008485794,True,1,1,5,permute
31, project,3,2,3.392548084259033,False,1,1,5,permute
32,",",3,3,0.11314166337251663,True,1,1,5,permute
33, colour,3,4,1.164904236793518,False,1,1,5,permute
34,.,3,5,1.9306492805480957,True,1,1,5,permute
0,Before,0,0,nan,False,1,1,6,permute
1, the,0,1,2.551027297973633,False,1,1,6,permute
2, meeting,0,2,5.753713607788086,False,1,1,6,permute
3,",",0,3,0.6362646222114563,True,1,1,6,permute
4, Mary,0,4,8.620794296264648,False,1,1,6,permute
5, wrote,0,5,6.034746170043945,False,1,1,6,permute
6, down,0,6,4.396554946899414,False,1,1,6,permute
7, the,0,7,1.3433159589767456,False,1,1,6,permute
8, following,0,8,4.053033351898193,False,1,1,6,permute
9, list,0,9,4.172577381134033,False,1,1,6,permute
10, of,0,10,0.18576112389564514,False,1,1,6,permute
11, words,0,11,6.043724060058594,False,1,1,6,permute
12,:,0,12,1.203829288482666,True,1,1,6,permute
13, leather,1,0,13.70496654510498,False,1,1,6,permute
14,",",1,1,0.8073917627334595,True,1,1,6,permute
15, belief,1,2,10.569995880126953,False,1,1,6,permute
16,",",1,3,0.47087088227272034,True,1,1,6,permute
17, basin,1,4,13.144736289978027,False,1,1,6,permute
18,.,1,5,3.3388142585754395,True,1,1,6,permute
19,After,2,0,10.809026718139648,False,1,1,6,permute
20, the,2,1,1.6592553853988647,False,1,1,6,permute
21, meeting,2,2,0.3062790036201477,False,1,1,6,permute
22,",",2,3,0.2511545419692993,True,1,1,6,permute
23, Mary,2,4,0.9240013360977173,False,1,1,6,permute
24, read,2,5,3.8649117946624756,False,1,1,6,permute
25, the,2,6,1.4109981060028076,False,1,1,6,permute
26, list,2,7,1.9017860889434814,False,1,1,6,permute
27, again,2,8,3.021613121032715,False,1,1,6,permute
28,:,2,9,2.4011402130126953,True,1,1,6,permute
29, belief,3,0,5.050688743591309,False,1,1,6,permute
30,",",3,1,0.23769758641719818,True,1,1,6,permute
31, basin,3,2,1.1845605373382568,False,1,1,6,permute
32,",",3,3,0.7257874608039856,True,1,1,6,permute
33, leather,3,4,3.8027400970458984,False,1,1,6,permute
34,.,3,5,1.3365695476531982,True,1,1,6,permute
0,Before,0,0,nan,False,1,1,7,permute
1, the,0,1,2.551027297973633,False,1,1,7,permute
2, meeting,0,2,5.753713607788086,False,1,1,7,permute
3,",",0,3,0.6362646222114563,True,1,1,7,permute
4, Mary,0,4,8.620794296264648,False,1,1,7,permute
5, wrote,0,5,6.034746170043945,False,1,1,7,permute
6, down,0,6,4.396554946899414,False,1,1,7,permute
7, the,0,7,1.3433159589767456,False,1,1,7,permute
8, following,0,8,4.053033351898193,False,1,1,7,permute
9, list,0,9,4.172577381134033,False,1,1,7,permute
10, of,0,10,0.18576112389564514,False,1,1,7,permute
11, words,0,11,6.043724060058594,False,1,1,7,permute
12,:,0,12,1.203829288482666,True,1,1,7,permute
13, moment,1,0,11.694762229919434,False,1,1,7,permute
14,",",1,1,1.2474894523620605,True,1,1,7,permute
15, ocean,1,2,9.51963996887207,False,1,1,7,permute
16,",",1,3,0.16800126433372498,True,1,1,7,permute
17, rabbit,1,4,8.75088119506836,False,1,1,7,permute
18,.,1,5,3.2870936393737793,True,1,1,7,permute
19,After,2,0,10.627690315246582,False,1,1,7,permute
20, the,2,1,1.8212366104125977,False,1,1,7,permute
21, meeting,2,2,0.2824963927268982,False,1,1,7,permute
22,",",2,3,0.19723829627037048,True,1,1,7,permute
23, Mary,2,4,1.163256049156189,False,1,1,7,permute
24, read,2,5,4.003417491912842,False,1,1,7,permute
25, the,2,6,1.5004876852035522,False,1,1,7,permute
26, list,2,7,1.8809776306152344,False,1,1,7,permute
27, again,2,8,2.5172410011291504,False,1,1,7,permute
28,:,2,9,2.403219699859619,True,1,1,7,permute
29, moment,3,0,1.0178455114364624,False,1,1,7,permute
30,",",3,1,0.06620094180107117,True,1,1,7,permute
31, rabbit,3,2,2.961625576019287,False,1,1,7,permute
32,",",3,3,1.1061975955963135,True,1,1,7,permute
33, ocean,3,4,3.1038403511047363,False,1,1,7,permute
34,.,3,5,1.544691562652588,True,1,1,7,permute
0,Before,0,0,nan,False,1,1,8,permute
1, the,0,1,2.551027297973633,False,1,1,8,permute
2, meeting,0,2,5.753713607788086,False,1,1,8,permute
3,",",0,3,0.6362646222114563,True,1,1,8,permute
4, Mary,0,4,8.620794296264648,False,1,1,8,permute
5, wrote,0,5,6.034746170043945,False,1,1,8,permute
6, down,0,6,4.396554946899414,False,1,1,8,permute
7, the,0,7,1.3433159589767456,False,1,1,8,permute
8, following,0,8,4.053033351898193,False,1,1,8,permute
9, list,0,9,4.172577381134033,False,1,1,8,permute
10, of,0,10,0.18576112389564514,False,1,1,8,permute
11, words,0,11,6.043724060058594,False,1,1,8,permute
12,:,0,12,1.203829288482666,True,1,1,8,permute
13, palace,1,0,14.039774894714355,False,1,1,8,permute
14,",",1,1,0.7746489644050598,True,1,1,8,permute
15, dragon,1,2,8.234065055847168,False,1,1,8,permute
16,",",1,3,0.4432377219200134,True,1,1,8,permute
17, array,1,4,10.650991439819336,False,1,1,8,permute
18,.,1,5,4.178374767303467,True,1,1,8,permute
19,After,2,0,10.763348579406738,False,1,1,8,permute
20, the,2,1,1.667820930480957,False,1,1,8,permute
21, meeting,2,2,0.4018075168132782,False,1,1,8,permute
22,",",2,3,0.22884264588356018,True,1,1,8,permute
23, Mary,2,4,1.1149550676345825,False,1,1,8,permute
24, read,2,5,3.950073480606079,False,1,1,8,permute
25, the,2,6,1.3844079971313477,False,1,1,8,permute
26, list,2,7,1.7621983289718628,False,1,1,8,permute
27, again,2,8,2.777700901031494,False,1,1,8,permute
28,:,2,9,2.2932686805725098,True,1,1,8,permute
29, dragon,3,0,3.973674774169922,False,1,1,8,permute
30,",",3,1,0.13285581767559052,True,1,1,8,permute
31, array,3,2,1.259280800819397,False,1,1,8,permute
32,",",3,3,0.8040385246276855,True,1,1,8,permute
33, palace,3,4,3.0019664764404297,False,1,1,8,permute
34,.,3,5,1.2599396705627441,True,1,1,8,permute
0,Before,0,0,nan,False,1,1,9,permute
1, the,0,1,2.551027297973633,False,1,1,9,permute
2, meeting,0,2,5.753713607788086,False,1,1,9,permute
3,",",0,3,0.6362646222114563,True,1,1,9,permute
4, Mary,0,4,8.620794296264648,False,1,1,9,permute
5, wrote,0,5,6.034746170043945,False,1,1,9,permute
6, down,0,6,4.396554946899414,False,1,1,9,permute
7, the,0,7,1.3433159589767456,False,1,1,9,permute
8, following,0,8,4.053033351898193,False,1,1,9,permute
9, list,0,9,4.172577381134033,False,1,1,9,permute
10, of,0,10,0.18576112389564514,False,1,1,9,permute
11, words,0,11,6.043724060058594,False,1,1,9,permute
12,:,0,12,1.203829288482666,True,1,1,9,permute
13, genius,1,0,12.921286582946777,False,1,1,9,permute
14,",",1,1,0.3123961389064789,True,1,1,9,permute
15, talent,1,2,4.9598307609558105,False,1,1,9,permute
16,",",1,3,0.0657196119427681,True,1,1,9,permute
17, detail,1,4,8.930828094482422,False,1,1,9,permute
18,.,1,5,3.2959773540496826,True,1,1,9,permute
19,After,2,0,12.020564079284668,False,1,1,9,permute
20, the,2,1,1.8248088359832764,False,1,1,9,permute
21, meeting,2,2,0.24260801076889038,False,1,1,9,permute
22,",",2,3,0.21222640573978424,True,1,1,9,permute
23, Mary,2,4,1.0589793920516968,False,1,1,9,permute
24, read,2,5,3.929168939590454,False,1,1,9,permute
25, the,2,6,1.5516160726547241,False,1,1,9,permute
26, list,2,7,1.759644627571106,False,1,1,9,permute
27, again,2,8,2.9542815685272217,False,1,1,9,permute
28,:,2,9,2.6376953125,True,1,1,9,permute
29, talent,3,0,4.7887115478515625,False,1,1,9,permute
30,",",3,1,0.09809181839227676,True,1,1,9,permute
31, detail,3,2,0.9514259099960327,False,1,1,9,permute
32,",",3,3,0.7460554838180542,True,1,1,9,permute
33, genius,3,4,3.9633266925811768,False,1,1,9,permute
34,.,3,5,1.2642536163330078,True,1,1,9,permute
0,Before,0,0,nan,False,1,1,10,permute
1, the,0,1,2.551027297973633,False,1,1,10,permute
2, meeting,0,2,5.753713607788086,False,1,1,10,permute
3,",",0,3,0.6362646222114563,True,1,1,10,permute
4, Mary,0,4,8.620794296264648,False,1,1,10,permute
5, wrote,0,5,6.034746170043945,False,1,1,10,permute
6, down,0,6,4.396554946899414,False,1,1,10,permute
7, the,0,7,1.3433159589767456,False,1,1,10,permute
8, following,0,8,4.053033351898193,False,1,1,10,permute
9, list,0,9,4.172577381134033,False,1,1,10,permute
10, of,0,10,0.18576112389564514,False,1,1,10,permute
11, words,0,11,6.043724060058594,False,1,1,10,permute
12,:,0,12,1.203829288482666,True,1,1,10,permute
13, par,1,0,11.786211967468262,False,1,1,10,permute
14,lor,1,1,4.399679183959961,False,1,1,10,permute
15,",",1,2,1.0863196849822998,True,1,1,10,permute
16, sulph,1,3,12.452669143676758,False,1,1,10,permute
17,ur,1,4,0.3751909136772156,False,1,1,10,permute
18,",",1,5,0.6222423911094666,True,1,1,10,permute
19, harness,1,6,11.5137300491333,False,1,1,10,permute
20,.,1,7,3.782458543777466,True,1,1,10,permute
21,After,2,0,11.229586601257324,False,1,1,10,permute
22, the,2,1,1.5660208463668823,False,1,1,10,permute
23, meeting,2,2,0.3689570724964142,False,1,1,10,permute
24,",",2,3,0.30040064454078674,True,1,1,10,permute
25, Mary,2,4,0.8436536192893982,False,1,1,10,permute
26, read,2,5,3.898345470428467,False,1,1,10,permute
27, the,2,6,1.4325523376464844,False,1,1,10,permute
28, list,2,7,2.0920140743255615,False,1,1,10,permute
29, again,2,8,2.8967843055725098,False,1,1,10,permute
30,:,2,9,2.2121658325195312,True,1,1,10,permute
31, par,3,0,2.629054546356201,False,1,1,10,permute
32,lor,3,1,0.03762853890657425,False,1,1,10,permute
33,",",3,2,0.11572915315628052,True,1,1,10,permute
34, harness,3,3,4.696934223175049,False,1,1,10,permute
35,",",3,4,0.5082237720489502,True,1,1,10,permute
36, sulph,3,5,2.3133041858673096,False,1,1,10,permute
37,ur,3,6,0.00908633042126894,False,1,1,10,permute
38,.,3,7,1.2630409002304077,True,1,1,10,permute
0,Before,0,0,nan,False,1,1,11,permute
1, the,0,1,2.551027297973633,False,1,1,11,permute
2, meeting,0,2,5.753713607788086,False,1,1,11,permute
3,",",0,3,0.6362646222114563,True,1,1,11,permute
4, Mary,0,4,8.620794296264648,False,1,1,11,permute
5, wrote,0,5,6.034746170043945,False,1,1,11,permute
6, down,0,6,4.396554946899414,False,1,1,11,permute
7, the,0,7,1.3433159589767456,False,1,1,11,permute
8, following,0,8,4.053033351898193,False,1,1,11,permute
9, list,0,9,4.172577381134033,False,1,1,11,permute
10, of,0,10,0.18576112389564514,False,1,1,11,permute
11, words,0,11,6.043724060058594,False,1,1,11,permute
12,:,0,12,1.203829288482666,True,1,1,11,permute
13, party,1,0,11.898402214050293,False,1,1,11,permute
14,",",1,1,1.3364238739013672,True,1,1,11,permute
15, cable,1,2,9.579852104187012,False,1,1,11,permute
16,",",1,3,0.4970357418060303,True,1,1,11,permute
17, heaven,1,4,9.053372383117676,False,1,1,11,permute
18,.,1,5,3.23983097076416,True,1,1,11,permute
19,After,2,0,11.083346366882324,False,1,1,11,permute
20, the,2,1,1.7031927108764648,False,1,1,11,permute
21, meeting,2,2,0.2882518172264099,False,1,1,11,permute
22,",",2,3,0.22224926948547363,True,1,1,11,permute
23, Mary,2,4,1.0765527486801147,False,1,1,11,permute
24, read,2,5,4.0453691482543945,False,1,1,11,permute
25, the,2,6,1.482981562614441,False,1,1,11,permute
26, list,2,7,2.203862190246582,False,1,1,11,permute
27, again,2,8,2.89262056350708,False,1,1,11,permute
28,:,2,9,2.178199291229248,True,1,1,11,permute
29, cable,3,0,4.845394611358643,False,1,1,11,permute
30,",",3,1,0.14232991635799408,True,1,1,11,permute
31, heaven,3,2,0.5307454466819763,False,1,1,11,permute
32,",",3,3,0.9088039398193359,True,1,1,11,permute
33, party,3,4,2.9382851123809814,False,1,1,11,permute
34,.,3,5,1.9020541906356812,True,1,1,11,permute
0,Before,0,0,nan,False,1,1,12,permute
1, the,0,1,2.551027297973633,False,1,1,12,permute
2, meeting,0,2,5.753713607788086,False,1,1,12,permute
3,",",0,3,0.6362646222114563,True,1,1,12,permute
4, Mary,0,4,8.620794296264648,False,1,1,12,permute
5, wrote,0,5,6.034746170043945,False,1,1,12,permute
6, down,0,6,4.396554946899414,False,1,1,12,permute
7, the,0,7,1.3433159589767456,False,1,1,12,permute
8, following,0,8,4.053033351898193,False,1,1,12,permute
9, list,0,9,4.172577381134033,False,1,1,12,permute
10, of,0,10,0.18576112389564514,False,1,1,12,permute
11, words,0,11,6.043724060058594,False,1,1,12,permute
12,:,0,12,1.203829288482666,True,1,1,12,permute
13, blessing,1,0,10.958640098571777,False,1,1,12,permute
14,",",1,1,0.6266067624092102,True,1,1,12,permute
15, cabin,1,2,13.449199676513672,False,1,1,12,permute
16,",",1,3,1.0680360794067383,True,1,1,12,permute
17, artist,1,4,10.959006309509277,False,1,1,12,permute
18,.,1,5,3.7580554485321045,True,1,1,12,permute
19,After,2,0,10.642743110656738,False,1,1,12,permute
20, the,2,1,1.6960246562957764,False,1,1,12,permute
21, meeting,2,2,0.27957093715667725,False,1,1,12,permute
22,",",2,3,0.2137281745672226,True,1,1,12,permute
23, Mary,2,4,1.027538776397705,False,1,1,12,permute
24, read,2,5,4.114166259765625,False,1,1,12,permute
25, the,2,6,1.4813694953918457,False,1,1,12,permute
26, list,2,7,1.884214162826538,False,1,1,12,permute
27, again,2,8,3.0583930015563965,False,1,1,12,permute
28,:,2,9,2.459048271179199,True,1,1,12,permute
29, cabin,3,0,5.9718451499938965,False,1,1,12,permute
30,",",3,1,0.1659483015537262,True,1,1,12,permute
31, blessing,3,2,8.040513038635254,False,1,1,12,permute
32,",",3,3,0.13385683298110962,True,1,1,12,permute
33, artist,3,4,1.153840184211731,False,1,1,12,permute
34,.,3,5,0.27325108647346497,True,1,1,12,permute
0,Before,0,0,nan,False,1,1,13,permute
1, the,0,1,2.551027297973633,False,1,1,13,permute
2, meeting,0,2,5.753713607788086,False,1,1,13,permute
3,",",0,3,0.6362646222114563,True,1,1,13,permute
4, Mary,0,4,8.620794296264648,False,1,1,13,permute
5, wrote,0,5,6.034746170043945,False,1,1,13,permute
6, down,0,6,4.396554946899414,False,1,1,13,permute
7, the,0,7,1.3433159589767456,False,1,1,13,permute
8, following,0,8,4.053033351898193,False,1,1,13,permute
9, list,0,9,4.172577381134033,False,1,1,13,permute
10, of,0,10,0.18576112389564514,False,1,1,13,permute
11, words,0,11,6.043724060058594,False,1,1,13,permute
12,:,0,12,1.203829288482666,True,1,1,13,permute
13, rob,1,0,12.696722984313965,False,1,1,13,permute
14,in,1,1,2.4778268337249756,False,1,1,13,permute
15,",",1,2,1.039763331413269,True,1,1,13,permute
16, widow,1,3,7.982664108276367,False,1,1,13,permute
17,",",1,4,0.23121455311775208,True,1,1,13,permute
18, oy,1,5,9.119156837463379,False,1,1,13,permute
19,ster,1,6,0.026004426181316376,False,1,1,13,permute
20,.,1,7,3.7727108001708984,True,1,1,13,permute
21,After,2,0,11.405757904052734,False,1,1,13,permute
22, the,2,1,1.6184043884277344,False,1,1,13,permute
23, meeting,2,2,0.31635674834251404,False,1,1,13,permute
24,",",2,3,0.24792110919952393,True,1,1,13,permute
25, Mary,2,4,1.0175161361694336,False,1,1,13,permute
26, read,2,5,3.9675021171569824,False,1,1,13,permute
27, the,2,6,1.4028010368347168,False,1,1,13,permute
28, list,2,7,1.9100183248519897,False,1,1,13,permute
29, again,2,8,2.8169384002685547,False,1,1,13,permute
30,:,2,9,2.192399024963379,True,1,1,13,permute
31, widow,3,0,5.8107829093933105,False,1,1,13,permute
32,",",3,1,0.1097465381026268,True,1,1,13,permute
33, rob,3,2,5.3345232009887695,False,1,1,13,permute
34,in,3,3,0.005081713665276766,False,1,1,13,permute
35,",",3,4,0.25952577590942383,True,1,1,13,permute
36, oy,3,5,0.8361056447029114,False,1,1,13,permute
37,ster,3,6,0.0029448973946273327,False,1,1,13,permute
38,.,3,7,0.3478626012802124,True,1,1,13,permute
0,Before,0,0,nan,False,1,1,14,permute
1, the,0,1,2.551027297973633,False,1,1,14,permute
2, meeting,0,2,5.753713607788086,False,1,1,14,permute
3,",",0,3,0.6362646222114563,True,1,1,14,permute
4, Mary,0,4,8.620794296264648,False,1,1,14,permute
5, wrote,0,5,6.034746170043945,False,1,1,14,permute
6, down,0,6,4.396554946899414,False,1,1,14,permute
7, the,0,7,1.3433159589767456,False,1,1,14,permute
8, following,0,8,4.053033351898193,False,1,1,14,permute
9, list,0,9,4.172577381134033,False,1,1,14,permute
10, of,0,10,0.18576112389564514,False,1,1,14,permute
11, words,0,11,6.043724060058594,False,1,1,14,permute
12,:,0,12,1.203829288482666,True,1,1,14,permute
13, device,1,0,13.819266319274902,False,1,1,14,permute
14,",",1,1,1.1543644666671753,True,1,1,14,permute
15, singer,1,2,10.57014274597168,False,1,1,14,permute
16,",",1,3,0.14828616380691528,True,1,1,14,permute
17, picture,1,4,8.844090461730957,False,1,1,14,permute
18,.,1,5,4.019371032714844,True,1,1,14,permute
19,After,2,0,10.340616226196289,False,1,1,14,permute
20, the,2,1,1.7255839109420776,False,1,1,14,permute
21, meeting,2,2,0.30944377183914185,False,1,1,14,permute
22,",",2,3,0.1926267147064209,True,1,1,14,permute
23, Mary,2,4,1.153071641921997,False,1,1,14,permute
24, read,2,5,4.271091461181641,False,1,1,14,permute
25, the,2,6,1.4311784505844116,False,1,1,14,permute
26, list,2,7,1.444322109222412,False,1,1,14,permute
27, again,2,8,2.7987730503082275,False,1,1,14,permute
28,:,2,9,2.3396964073181152,True,1,1,14,permute
29, device,3,0,1.769416332244873,False,1,1,14,permute
30,",",3,1,0.056483734399080276,True,1,1,14,permute
