,token,trialID,positionID,subtok,surp,ispunct,prefix,prompt,list_len,stimID,second_list
29, of,2,7,7,2.4023327827453613,False,1,1,3,3,control
30, the,2,8,8,1.1703307628631592,False,1,1,3,3,control
31, great,2,9,9,6.022103309631348,False,1,1,3,3,control
32, sea,2,10,10,2.1328396797180176,False,1,1,3,3,control
33,.,2,11,-1,1.7580220699310303,True,1,1,3,3,control
34, It,2,12,11,2.3830342292785645,False,1,1,3,3,control
35, calls,2,13,12,3.4264700412750244,False,1,1,3,3,control
36, to,2,14,13,2.38977313041687,False,1,1,3,3,control
37, man,2,15,14,7.097080230712891,False,1,1,3,3,control
38, continually,2,16,15,10.225037574768066,False,1,1,3,3,control
39,.,2,17,-1,2.27282452583313,True,1,1,3,3,control
40, When,2,18,16,4.213076114654541,False,1,1,3,3,control
41, she,2,19,17,6.001965045928955,False,1,1,3,3,control
42, got,2,20,18,8.112467765808105,False,1,1,3,3,control
43, back,2,21,19,3.279343366622925,False,1,1,3,3,control
44,",",2,22,-1,1.7746403217315674,True,1,1,3,3,control
45, she,2,23,20,1.1124699115753174,False,1,1,3,3,control
46, read,2,24,21,5.462733745574951,False,1,1,3,3,control
47, the,2,25,22,1.5521656274795532,False,1,1,3,3,control
48, list,2,26,23,2.7123382091522217,False,1,1,3,3,control
49, again,2,27,24,3.500570774078369,False,1,1,3,3,control
50,:,2,28,-1,2.495958089828491,True,1,1,3,3,control
51, fly,3,0,1,7.56533145904541,False,1,1,3,3,control
52,",",3,1,-1,1.185743808746338,True,1,1,3,3,control
53, ant,3,2,2,8.685685157775879,False,1,1,3,3,control
54,",",3,3,-1,2.1965723037719727,True,1,1,3,3,control
55, bee,3,4,3,7.478402137756348,False,1,1,3,3,control
56,.,3,5,-1,2.979161024093628,True,1,1,3,3,control
57,<|endoftext|>,3,6,-2,5.64944314956665,False,1,1,3,3,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,3,4,control
1, Before,0,1,1,12.528407096862793,False,1,1,3,4,control
2, the,0,2,2,2.4726693630218506,False,1,1,3,4,control
3, meeting,0,3,3,6.759095191955566,False,1,1,3,4,control
4,",",0,4,-1,0.9914171695709229,True,1,1,3,4,control
5, Mary,0,5,4,8.550304412841797,False,1,1,3,4,control
6, wrote,0,6,5,6.019630432128906,False,1,1,3,4,control
7, down,0,7,6,4.496373653411865,False,1,1,3,4,control
8, the,0,8,7,1.2372602224349976,False,1,1,3,4,control
9, following,0,9,8,4.111538410186768,False,1,1,3,4,control
10, list,0,10,9,4.3674235343933105,False,1,1,3,4,control
11, of,0,11,10,0.19381344318389893,False,1,1,3,4,control
12, words,0,12,11,5.889780521392822,False,1,1,3,4,control
13,:,0,13,-1,1.3915541172027588,True,1,1,3,4,control
14, rob,1,0,1,12.253327369689941,False,1,1,3,4,control
15,in,1,1,1,2.389284610748291,False,1,1,3,4,control
16,",",1,2,-1,1.0901949405670166,True,1,1,3,4,control
17, sp,1,3,2,6.792693138122559,False,1,1,3,4,control
18,arrow,1,4,2,1.179173469543457,False,1,1,3,4,control
19,",",1,5,-1,0.0899936631321907,True,1,1,3,4,control
20, her,1,6,3,7.7856903076171875,False,1,1,3,4,control
21,on,1,7,3,1.2746832370758057,False,1,1,3,4,control
22,.,1,8,-1,3.6420905590057373,True,1,1,3,4,control
23,There,2,0,0,10.615617752075195,False,1,1,3,4,control
24, is,2,1,1,2.219062089920044,False,1,1,3,4,control
25, a,2,2,2,1.550990104675293,False,1,1,3,4,control
26, voice,2,3,3,8.665531158447266,False,1,1,3,4,control
27, in,2,4,4,1.2027565240859985,False,1,1,3,4,control
28, the,2,5,5,1.2269550561904907,False,1,1,3,4,control
29, waters,2,6,6,7.430774688720703,False,1,1,3,4,control
30, of,2,7,7,2.2621803283691406,False,1,1,3,4,control
31, the,2,8,8,1.0000027418136597,False,1,1,3,4,control
32, great,2,9,9,6.142658710479736,False,1,1,3,4,control
33, sea,2,10,10,2.3470280170440674,False,1,1,3,4,control
34,.,2,11,-1,1.9702001810073853,True,1,1,3,4,control
35, It,2,12,11,2.6730713844299316,False,1,1,3,4,control
36, calls,2,13,12,3.191201686859131,False,1,1,3,4,control
37, to,2,14,13,2.4933831691741943,False,1,1,3,4,control
38, man,2,15,14,7.00300407409668,False,1,1,3,4,control
39, continually,2,16,15,9.691699981689453,False,1,1,3,4,control
40,.,2,17,-1,1.9707331657409668,True,1,1,3,4,control
41, When,2,18,16,4.297659873962402,False,1,1,3,4,control
42, she,2,19,17,5.872978210449219,False,1,1,3,4,control
43, got,2,20,18,7.129265785217285,False,1,1,3,4,control
44, back,2,21,19,3.579133987426758,False,1,1,3,4,control
45,",",2,22,-1,1.72602379322052,True,1,1,3,4,control
46, she,2,23,20,1.1072096824645996,False,1,1,3,4,control
47, read,2,24,21,5.309554100036621,False,1,1,3,4,control
48, the,2,25,22,1.5770899057388306,False,1,1,3,4,control
49, list,2,26,23,3.0911738872528076,False,1,1,3,4,control
50, again,2,27,24,3.2823331356048584,False,1,1,3,4,control
51,:,2,28,-1,2.3823583126068115,True,1,1,3,4,control
52, log,3,0,1,9.612279891967773,False,1,1,3,4,control
53,",",3,1,-1,0.3950508236885071,True,1,1,3,4,control
54, cat,3,2,2,4.842031955718994,False,1,1,3,4,control
55,",",3,3,-1,0.6325586438179016,True,1,1,3,4,control
56, horse,3,4,3,5.0685625076293945,False,1,1,3,4,control
57,.,3,5,-1,2.0327017307281494,True,1,1,3,4,control
58,<|endoftext|>,3,6,-2,5.5674638748168945,False,1,1,3,4,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,3,5,control
1, Before,0,1,1,12.528407096862793,False,1,1,3,5,control
2, the,0,2,2,2.4726693630218506,False,1,1,3,5,control
3, meeting,0,3,3,6.759095191955566,False,1,1,3,5,control
4,",",0,4,-1,0.9914171695709229,True,1,1,3,5,control
5, Mary,0,5,4,8.550304412841797,False,1,1,3,5,control
6, wrote,0,6,5,6.019630432128906,False,1,1,3,5,control
7, down,0,7,6,4.496373653411865,False,1,1,3,5,control
8, the,0,8,7,1.2372602224349976,False,1,1,3,5,control
9, following,0,9,8,4.111538410186768,False,1,1,3,5,control
10, list,0,10,9,4.3674235343933105,False,1,1,3,5,control
11, of,0,11,10,0.19381344318389893,False,1,1,3,5,control
12, words,0,12,11,5.889780521392822,False,1,1,3,5,control
13,:,0,13,-1,1.3915541172027588,True,1,1,3,5,control
14, apple,1,0,1,11.40364933013916,False,1,1,3,5,control
15,",",1,1,-1,0.9844260811805725,True,1,1,3,5,control
16, pear,1,2,2,4.991515159606934,False,1,1,3,5,control
17,",",1,3,-1,0.08136355131864548,True,1,1,3,5,control
18, banana,1,4,3,4.507816314697266,False,1,1,3,5,control
19,.,1,5,-1,3.641310453414917,True,1,1,3,5,control
20,There,2,0,0,10.877132415771484,False,1,1,3,5,control
21, is,2,1,1,2.2703797817230225,False,1,1,3,5,control
22, a,2,2,2,1.5866217613220215,False,1,1,3,5,control
23, voice,2,3,3,8.685367584228516,False,1,1,3,5,control
24, in,2,4,4,1.1330652236938477,False,1,1,3,5,control
25, the,2,5,5,1.7435646057128906,False,1,1,3,5,control
26, waters,2,6,6,8.80899429321289,False,1,1,3,5,control
27, of,2,7,7,2.0110058784484863,False,1,1,3,5,control
28, the,2,8,8,1.2290397882461548,False,1,1,3,5,control
29, great,2,9,9,7.0350236892700195,False,1,1,3,5,control
30, sea,2,10,10,2.7594637870788574,False,1,1,3,5,control
31,.,2,11,-1,1.8139333724975586,True,1,1,3,5,control
32, It,2,12,11,2.2342569828033447,False,1,1,3,5,control
33, calls,2,13,12,3.255577564239502,False,1,1,3,5,control
34, to,2,14,13,2.540069580078125,False,1,1,3,5,control
35, man,2,15,14,7.571475505828857,False,1,1,3,5,control
36, continually,2,16,15,9.724781036376953,False,1,1,3,5,control
37,.,2,17,-1,1.941880226135254,True,1,1,3,5,control
38, When,2,18,16,4.177353858947754,False,1,1,3,5,control
39, she,2,19,17,6.03009033203125,False,1,1,3,5,control
40, got,2,20,18,6.912015438079834,False,1,1,3,5,control
41, back,2,21,19,3.33866286277771,False,1,1,3,5,control
42,",",2,22,-1,1.8802952766418457,True,1,1,3,5,control
43, she,2,23,20,1.0797486305236816,False,1,1,3,5,control
44, read,2,24,21,4.804245948791504,False,1,1,3,5,control
45, the,2,25,22,1.5376375913619995,False,1,1,3,5,control
46, list,2,26,23,2.779218912124634,False,1,1,3,5,control
47, again,2,27,24,3.0647168159484863,False,1,1,3,5,control
48,:,2,28,-1,2.537508487701416,True,1,1,3,5,control
49, murder,3,0,1,11.450267791748047,False,1,1,3,5,control
50,",",3,1,-1,0.2816946804523468,True,1,1,3,5,control
51, rape,3,2,2,2.4500205516815186,False,1,1,3,5,control
52,",",3,3,-1,0.0974215492606163,True,1,1,3,5,control
53, robbery,3,4,3,3.3397295475006104,False,1,1,3,5,control
54,.,3,5,-1,2.031665325164795,True,1,1,3,5,control
55,<|endoftext|>,3,6,-2,5.877624988555908,False,1,1,3,5,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,5,1,control
1, Before,0,1,1,12.528407096862793,False,1,1,5,1,control
2, the,0,2,2,2.4726693630218506,False,1,1,5,1,control
3, meeting,0,3,3,6.759095191955566,False,1,1,5,1,control
4,",",0,4,-1,0.9914171695709229,True,1,1,5,1,control
5, Mary,0,5,4,8.550304412841797,False,1,1,5,1,control
6, wrote,0,6,5,6.019630432128906,False,1,1,5,1,control
7, down,0,7,6,4.496373653411865,False,1,1,5,1,control
8, the,0,8,7,1.2372602224349976,False,1,1,5,1,control
9, following,0,9,8,4.111538410186768,False,1,1,5,1,control
10, list,0,10,9,4.3674235343933105,False,1,1,5,1,control
11, of,0,11,10,0.19381344318389893,False,1,1,5,1,control
12, words,0,12,11,5.889780521392822,False,1,1,5,1,control
13,:,0,13,-1,1.3915541172027588,True,1,1,5,1,control
14, window,1,0,1,12.726151466369629,False,1,1,5,1,control
15,",",1,1,-1,1.0239530801773071,True,1,1,5,1,control
16, door,1,2,2,3.5542385578155518,False,1,1,5,1,control
17,",",1,3,-1,0.1568254977464676,True,1,1,5,1,control
18, roof,1,4,3,5.674091339111328,False,1,1,5,1,control
19,",",1,5,-1,0.15485818684101105,True,1,1,5,1,control
20, wall,1,6,4,4.273303985595703,False,1,1,5,1,control
21,",",1,7,-1,0.18875069916248322,True,1,1,5,1,control
22, floor,1,8,5,2.986845016479492,False,1,1,5,1,control
23,.,1,9,-1,2.4786839485168457,True,1,1,5,1,control
24,There,2,0,0,11.153623580932617,False,1,1,5,1,control
25, is,2,1,1,2.5304367542266846,False,1,1,5,1,control
26, a,2,2,2,1.6423485279083252,False,1,1,5,1,control
27, voice,2,3,3,8.987865447998047,False,1,1,5,1,control
28, in,2,4,4,1.1925631761550903,False,1,1,5,1,control
29, the,2,5,5,1.3588197231292725,False,1,1,5,1,control
30, waters,2,6,6,10.019960403442383,False,1,1,5,1,control
31, of,2,7,7,2.4588069915771484,False,1,1,5,1,control
32, the,2,8,8,1.1340093612670898,False,1,1,5,1,control
33, great,2,9,9,6.731768608093262,False,1,1,5,1,control
34, sea,2,10,10,2.954258441925049,False,1,1,5,1,control
35,.,2,11,-1,1.7774258852005005,True,1,1,5,1,control
36, It,2,12,11,2.3604884147644043,False,1,1,5,1,control
37, calls,2,13,12,3.249131202697754,False,1,1,5,1,control
38, to,2,14,13,2.280247449874878,False,1,1,5,1,control
39, man,2,15,14,7.343621730804443,False,1,1,5,1,control
40, continually,2,16,15,9.832768440246582,False,1,1,5,1,control
41,.,2,17,-1,2.046630620956421,True,1,1,5,1,control
42, When,2,18,16,4.180400371551514,False,1,1,5,1,control
43, she,2,19,17,6.047230243682861,False,1,1,5,1,control
44, got,2,20,18,6.694648742675781,False,1,1,5,1,control
45, back,2,21,19,3.3541934490203857,False,1,1,5,1,control
46,",",2,22,-1,1.7369078397750854,True,1,1,5,1,control
47, she,2,23,20,1.1226255893707275,False,1,1,5,1,control
48, read,2,24,21,4.866066932678223,False,1,1,5,1,control
49, the,2,25,22,1.5308027267456055,False,1,1,5,1,control
50, list,2,26,23,2.8159756660461426,False,1,1,5,1,control
51, again,2,27,24,3.148622989654541,False,1,1,5,1,control
52,:,2,28,-1,2.3270342350006104,True,1,1,5,1,control
53, cotton,3,0,1,11.419412612915039,False,1,1,5,1,control
54,",",3,1,-1,0.8015134334564209,True,1,1,5,1,control
55, wool,3,2,2,3.423827886581421,False,1,1,5,1,control
56,",",3,3,-1,0.06962660700082779,True,1,1,5,1,control
57, silk,3,4,3,2.701873302459717,False,1,1,5,1,control
58,",",3,5,-1,0.1488228440284729,True,1,1,5,1,control
59, ray,3,6,4,6.768268585205078,False,1,1,5,1,control
60,on,3,7,4,0.11842126399278641,False,1,1,5,1,control
61,",",3,8,-1,0.2567916512489319,True,1,1,5,1,control
62, linen,3,9,5,3.217996597290039,False,1,1,5,1,control
63,.,3,10,-1,1.7336819171905518,True,1,1,5,1,control
64,<|endoftext|>,3,11,-2,6.014208793640137,False,1,1,5,1,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,5,2,control
1, Before,0,1,1,12.528407096862793,False,1,1,5,2,control
2, the,0,2,2,2.4726693630218506,False,1,1,5,2,control
3, meeting,0,3,3,6.759095191955566,False,1,1,5,2,control
4,",",0,4,-1,0.9914171695709229,True,1,1,5,2,control
5, Mary,0,5,4,8.550304412841797,False,1,1,5,2,control
6, wrote,0,6,5,6.019630432128906,False,1,1,5,2,control
7, down,0,7,6,4.496373653411865,False,1,1,5,2,control
8, the,0,8,7,1.2372602224349976,False,1,1,5,2,control
9, following,0,9,8,4.111538410186768,False,1,1,5,2,control
10, list,0,10,9,4.3674235343933105,False,1,1,5,2,control
11, of,0,11,10,0.19381344318389893,False,1,1,5,2,control
12, words,0,12,11,5.889780521392822,False,1,1,5,2,control
13,:,0,13,-1,1.3915541172027588,True,1,1,5,2,control
14, leg,1,0,1,12.512513160705566,False,1,1,5,2,control
15,",",1,1,-1,1.834148645401001,True,1,1,5,2,control
16, arms,1,2,2,6.776742935180664,False,1,1,5,2,control
17,",",1,3,-1,0.10344083607196808,True,1,1,5,2,control
18, head,1,4,3,4.029552459716797,False,1,1,5,2,control
19,",",1,5,-1,0.14968064427375793,True,1,1,5,2,control
20, eye,1,6,4,4.961529731750488,False,1,1,5,2,control
21,",",1,7,-1,0.12884046137332916,True,1,1,5,2,control
22, foot,1,8,5,3.9116532802581787,False,1,1,5,2,control
23,.,1,9,-1,2.804809331893921,True,1,1,5,2,control
24,There,2,0,0,11.02678108215332,False,1,1,5,2,control
25, is,2,1,1,2.3421764373779297,False,1,1,5,2,control
26, a,2,2,2,1.7091048955917358,False,1,1,5,2,control
27, voice,2,3,3,8.720850944519043,False,1,1,5,2,control
28, in,2,4,4,1.2119888067245483,False,1,1,5,2,control
29, the,2,5,5,1.4182178974151611,False,1,1,5,2,control
30, waters,2,6,6,8.916788101196289,False,1,1,5,2,control
31, of,2,7,7,2.5401883125305176,False,1,1,5,2,control
32, the,2,8,8,1.1220805644989014,False,1,1,5,2,control
33, great,2,9,9,6.475517749786377,False,1,1,5,2,control
34, sea,2,10,10,2.2053933143615723,False,1,1,5,2,control
35,.,2,11,-1,1.9132940769195557,True,1,1,5,2,control
36, It,2,12,11,2.3427958488464355,False,1,1,5,2,control
37, calls,2,13,12,3.3311755657196045,False,1,1,5,2,control
38, to,2,14,13,2.4249093532562256,False,1,1,5,2,control
39, man,2,15,14,6.858765602111816,False,1,1,5,2,control
40, continually,2,16,15,9.610034942626953,False,1,1,5,2,control
41,.,2,17,-1,2.168438673019409,True,1,1,5,2,control
42, When,2,18,16,4.125051975250244,False,1,1,5,2,control
43, she,2,19,17,6.346746444702148,False,1,1,5,2,control
44, got,2,20,18,7.221592426300049,False,1,1,5,2,control
45, back,2,21,19,3.440187692642212,False,1,1,5,2,control
46,",",2,22,-1,1.7694215774536133,True,1,1,5,2,control
47, she,2,23,20,1.1646078824996948,False,1,1,5,2,control
48, read,2,24,21,4.9197187423706055,False,1,1,5,2,control
49, the,2,25,22,1.5507184267044067,False,1,1,5,2,control
50, list,2,26,23,2.952688694000244,False,1,1,5,2,control
51, again,2,27,24,3.418442726135254,False,1,1,5,2,control
52,:,2,28,-1,2.412111282348633,True,1,1,5,2,control
53, blue,3,0,1,8.263940811157227,False,1,1,5,2,control
54,",",3,1,-1,0.7624672055244446,True,1,1,5,2,control
55, red,3,2,2,2.171215772628784,False,1,1,5,2,control
56,",",3,3,-1,0.04334745183587074,True,1,1,5,2,control
57, green,3,4,3,1.3621559143066406,False,1,1,5,2,control
58,",",3,5,-1,0.11915306001901627,True,1,1,5,2,control
59, yellow,3,6,4,1.2305604219436646,False,1,1,5,2,control
60,",",3,7,-1,0.2410048544406891,True,1,1,5,2,control
61, black,3,8,5,3.384965658187866,False,1,1,5,2,control
62,.,3,9,-1,1.7164722681045532,True,1,1,5,2,control
63,<|endoftext|>,3,10,-2,5.957156658172607,False,1,1,5,2,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,5,3,control
1, Before,0,1,1,12.528407096862793,False,1,1,5,3,control
2, the,0,2,2,2.4726693630218506,False,1,1,5,3,control
3, meeting,0,3,3,6.759095191955566,False,1,1,5,3,control
4,",",0,4,-1,0.9914171695709229,True,1,1,5,3,control
5, Mary,0,5,4,8.550304412841797,False,1,1,5,3,control
6, wrote,0,6,5,6.019630432128906,False,1,1,5,3,control
7, down,0,7,6,4.496373653411865,False,1,1,5,3,control
8, the,0,8,7,1.2372602224349976,False,1,1,5,3,control
9, following,0,9,8,4.111538410186768,False,1,1,5,3,control
10, list,0,10,9,4.3674235343933105,False,1,1,5,3,control
11, of,0,11,10,0.19381344318389893,False,1,1,5,3,control
12, words,0,12,11,5.889780521392822,False,1,1,5,3,control
13,:,0,13,-1,1.3915541172027588,True,1,1,5,3,control
14, sail,1,0,1,13.109341621398926,False,1,1,5,3,control
15,boat,1,1,1,3.1491873264312744,False,1,1,5,3,control
16,",",1,2,-1,0.7098559737205505,True,1,1,5,3,control
17, destroyer,1,3,2,7.337685585021973,False,1,1,5,3,control
18,",",1,4,-1,0.08284525573253632,True,1,1,5,3,control
19, battles,1,5,3,5.584854602813721,False,1,1,5,3,control
20,hip,1,6,3,0.0016945539973676205,False,1,1,5,3,control
21,",",1,7,-1,0.1391996145248413,True,1,1,5,3,control
22, cruiser,1,8,4,2.838001012802124,False,1,1,5,3,control
23,",",1,9,-1,0.11623264104127884,True,1,1,5,3,control
24, submarine,1,10,5,4.29527473449707,False,1,1,5,3,control
25,.,1,11,-1,2.7472283840179443,True,1,1,5,3,control
26,There,2,0,0,10.850401878356934,False,1,1,5,3,control
27, is,2,1,1,2.2698721885681152,False,1,1,5,3,control
28, a,2,2,2,1.6107878684997559,False,1,1,5,3,control
29, voice,2,3,3,9.268143653869629,False,1,1,5,3,control
30, in,2,4,4,1.1185836791992188,False,1,1,5,3,control
